# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	SUBGROUP	CONCEPT	COGID	TOKENS	FORM	ALIGNMENT	STRUCTURE
4621	Moseten		Mosetén	old	5432	i ʃ o	'išo	i ʃ o	V C V
6331	Kakataibo		Pano	old	5408	β ɨ ɾ a m a	bëráma	β ɨ ɾ a m a	C V C V C V
5756	Sharanahua		Pano	old	5408	β ɨ n a m a	funama	β ɨ n a m a	C V C V C V
9164	Tsimane		Mosetén	old	5408	pʰ ɨ r e h	p̂urej	pʰ ɨ r e h -	C V C V C
#
1004	Cashibo		Pano	old man	5402	ʂ ɨ n i	ṣ̌ɨni	ʂ ɨ n i	C V C V
609	HuarayoEseEjja		Tacana	old man	5402	tʃ i i	e-čii	tʃ i i -	C V V
6333	Kakataibo		Pano	old man	5410	ɲ ɯ s i	ñusi	ɲ ɯ s i - -	C V C V
#
1923	ShipiboConibo		Pano	old woman	1083	ʂ a n o	ṣ̌ano	ʂ a n o	C V C V
1446	Catuquina		Pano	old woman	927	j o ʂ a β o	yoša-βo	j o ʂ a β o	C V C V C V
5960	Sharanahua		Pano	old woman	927	j u ʃ a β u	yoshafo	j u ʃ a β u	C V C V C V
2499	Yaminahua		Pano	old woman	927	j o ʂ a β o	yõṣ̌a-βo	j o ʂ a β o	C V C V C V
9688	Chacobo		Pano	old woman	5422	s i r i	siri	s i r i	C V C V
#
3380	Amahuaca		Pano	older brother	5430	h o tʃ i	jochí	h o tʃ i	C V C V
1441	Catuquina		Pano	older brother	5430	h o tʃ i	hoṣ̌i	h o tʃ i	C V C V
6746	Isconahua		Pano	older brother	5430	o tʃ i	ochi	o tʃ i -	V C V
5759	Sharanahua		Pano	older brother	5430	u tʃ i	ochi	u tʃ i -	V C V
1918	ShipiboConibo		Pano	older brother	5430	h o tʃ i	hoči	h o tʃ i	C V C V
2494	Yaminahua		Pano	older brother	5430	o tʃ i	oči	o tʃ i -	V C V
8323	Cavinena		Tacana	older brother	5432	u h i	uji	u h i	V C V
8751	Tacana		Tacana	older brother	5432	u s i	usi	u s i	V C V
#
69	EseEjja		Tacana	older sister	5402	ʃ e w i	šewi	ʃ e w i	C V C V
1443	Catuquina		Pano	older sister	3440	tʃ i tʃ o	ṣ̌iṣ̌o	tʃ i tʃ o	C V C V
6747	Isconahua		Pano	older sister	3440	tʃ i tʃ o	chicho	tʃ i tʃ o	C V C V
6336	Kakataibo		Pano	older sister	3440	tʃ ɯ tʃ ɯ	chuchu	tʃ ɯ tʃ ɯ	C V C V
5760	Sharanahua		Pano	older sister	5440	tʃ i p i	chipi	tʃ i p i	C V C V
1920	ShipiboConibo		Pano	older sister	5440	tʃ i p i	čipi	tʃ i p i	C V C V
2496	Yaminahua		Pano	older sister	5440	tʃ i p i	čipi	tʃ i p i	C V C V
#
3614	Capanahua		Pano	one	5452	w ɨ s t i	huestí	w ɨ s t i -	C V C C V
1741	Catuquina		Pano	one	5452	w ɨ s t i s	wɨsti-s	w ɨ s t i s	C V C C V C
5761	Sharanahua		Pano	one	5452	β ɨ s t i	fusti	β ɨ s t i -	C V C C V
2827	Yaminahua		Pano	one	5452	β i s t i	βisti	β i s t i -	C V C C V
#
9468	Chacobo		Pano	only	5452	w ɨ s t i	huësti	w ɨ s t i -	C V C C V
#
1716	Catuquina		Pano	open	4917	β ɨ p ɨ ∼	βɨpɨ̃-	β ɨ p ɨ ∼ - - -	C V C V C
#
8306	Cavinena		Tacana	outside	2709	ts e kʷ e	tsekwe	ts e kʷ e - - - - -	C V C V
8557	Tacana		Tacana	outside	2709	ts e k e s u	e-tseque su	ts e k e s u - - -	C V C V C V
#
3076	Amahuaca		Pano	owl	5508	p o p o	popó	p o p o	C V C V
3821	Capanahua		Pano	owl	5508	p o p o	popo	p o p o	C V C V
1023	Cashibo		Pano	owl	5508	p o p o	popo	p o p o	C V C V
1464	Catuquina		Pano	owl	5508	p o p o	popo	p o p o	C V C V
8261	Cavinena		Tacana	owl	5508	p u p u	pupu	p u p u	C V C V
6752	Isconahua		Pano	owl	5508	p o p o	popo	p o p o	C V C V
6341	Kakataibo		Pano	owl	5508	p ɯ p ɯ	pupu	p ɯ p ɯ	C V C V
5288	Matses		Pano	owl	5508	p u p u	pupu	p u p u	C V C V
5763	Sharanahua		Pano	owl	5508	p u p u	popo	p u p u	C V C V
1942	ShipiboConibo		Pano	owl	5508	p o p o	popo	p o p o	C V C V
2517	Yaminahua		Pano	owl	5508	p o p o	popo	p o p o	C V C V
#
3387	Amahuaca		Pano	pain	5521	ʔ i s i n	hízin	ʔ i s i n - - -	C V C V C
1807	Catuquina		Pano	pain	5521	i s i ∼	isĩ	i s i ∼ - - - -	V C V C
9619	Chacobo		Pano	pain	5521	i s i n i	isini	i s i n i - - -	V C V C V
6933	Kakataibo		Pano	pain	1314	p a ɨ	paë	p a ɨ -	C V V
5764	Sharanahua		Pano	pain	1314	p a ɨ	pau	p a ɨ -	C V V
2903	Yaminahua		Pano	pain	1314	p a ɨ	paɨ	p a ɨ -	C V V
#
9555	Chacobo		Pano	palm of hand	5943	m ɨ p a r a	mëpara	m ɨ p a r a	C V C V C V
#
1021	Cashibo		Pano	parrot	5534	β o o	βoo	β o o -	C V V
1463	Catuquina		Pano	parrot	5534	β a w a	βawa	β a w a	C V C V
10170	Kaxarari		Pano	parrot	5534	β a w a	baˈwa	β a w a	C V C V
5766	Sharanahua		Pano	parrot	5534	β a w a	fahua	β a w a	C V C V
1941	ShipiboConibo		Pano	parrot	5534	β a w a	βawa	β a w a	C V C V
2516	Yaminahua		Pano	parrot	5534	β a β a	βaβa	β a β a	C V C V
#
3455	Capanahua		Pano	path	2165	β a ʔ i	bahi	β a ʔ i	C V C V
1248	Cashibo		Pano	path	2165	β a i	βai	β a i -	C V V
1691	Catuquina		Pano	path	2165	β a ʔ i	βaʔi	β a ʔ i	C V C V
6755	Isconahua		Pano	path	2165	β a i	bai	β a i -	C V V
10216	Kaxarari		Pano	path	2165	β a ʔ i	βaˈʔi	β a ʔ i	C V C V
2773	Yaminahua		Pano	path	2165	β a i	βai	β a i -	C V V
2220	ShipiboConibo		Pano	path	608	h ɨ m a	hɨma	h ɨ m a	C V C V
#
3004	Amahuaca		Pano	peel	5552	ʂ o k a	xócaquín	ʂ o k a - - -	C V C V
4015	Capanahua		Pano	peel	5552	ʂ o k a	xocaquin	ʂ o k a - - -	C V C V
1146	Cashibo		Pano	peel	5552	ʂ o k a t i	ṣ̌oka-ti	ʂ o k a t i -	C V C V C V
1585	Catuquina		Pano	peel	5552	ʂ o k a	šoka-	ʂ o k a - - -	C V C V
6757	Isconahua		Pano	peel	5552	h o k a	hoka	h o k a - - -	C V C V
10201	Kaxarari		Pano	peel	5552	ʃ u k a	ʃuka-	ʃ u k a - - -	C V C V
4650	Moseten		Mosetén	peel	5552	ts a k a ɲ e t	'c̷aka'ɲet	ts a k a ɲ e t	C V C V C V C
2097	ShipiboConibo		Pano	peel	5552	ʂ o k a	ṣ̌oko-	ʂ o k a - - -	C V C V
9246	Tsimane		Mosetén	peel	5552	tsʰ a k a n	tŝacan’jeyaqui	tsʰ a k a n - -	C V C V C
4016	Capanahua		Pano	peel	5558	r a ʃ p ɨ	rashpéquin	r a ʃ p ɨ - -	C V C C V
6343	Kakataibo		Pano	peel	5558	ɾ a ʃ ɯ t i	rashúti	ɾ a ʃ ɯ t i -	C V C V C V
2651	Yaminahua		Pano	peel	5558	r a ʂ t o k i	raṣ̌to-kĩ	r a ʂ t o k i	C V C C V C V
#
2599	Yaminahua		Pano	penis	5602	i ∼ s o t i	ĩso-ti	i ∼ s o t i	V C C V C V
3178	Amahuaca		Pano	penis	5560	β o ʂ k i	vóxqui	β o ʂ k i	C V C C V
3644	Capanahua		Pano	penis	5560	β o ʃ i	boshi	β o ʃ i -	C V C V
6758	Isconahua		Pano	penis	5560	β o ʃ k i	boshki	β o ʃ k i	C V C C V
5769	Sharanahua		Pano	penis	5560	β u ʃ k i	foshqui	β u ʃ k i	C V C C V
2040	ShipiboConibo		Pano	penis	5560	β o ʃ i	βoši	β o ʃ i -	C V C V
2600	Yaminahua		Pano	penis	5560	β o ʂ k i	βoṣ̌-ki	β o ʂ k i	C V C C V
#
47	EseEjja		Tacana	person	2616	d e x a	-dexa	d e x a	C V C V
590	HuarayoEseEjja		Tacana	person	2616	d e x a	dexa	d e x a	C V C V
48	EseEjja		Tacana	person	885	p o n a	-pona	p o n a	C V C V
3658	Capanahua		Pano	person	814	h o n i	joni	h o n i -	C V C V
988	Cashibo		Pano	person	814	o n i	oni	o n i - -	V C V
6759	Isconahua		Pano	person	814	o n i	oni	o n i - -	V C V
1901	ShipiboConibo		Pano	person	814	h o n i	honi	h o n i -	C V C V
2477	Yaminahua		Pano	person	391	j o r a	yora	j o r a	C V C V
#
7795	Chacobo		Pano	pick up	1350	β i	bihaina	β i - -	C V
6908	Kakataibo		Pano	pick up	1350	β i t i	biti	β i t i	C V C V
#
1325	Cashibo		Pano	pinch	5590	ʔ u t ɨ ʂ t i	ʔu'tɨṣ̌-ti	ʔ u t ɨ ʂ t i	C V C V C C V
6347	Kakataibo		Pano	pinch	5590	ʔ ɯ t ɨ ʂ t i	'utëxti	ʔ ɯ t ɨ ʂ t i	C V C V C C V
2351	ShipiboConibo		Pano	pinch	5590	o t ɨ ʂ t i	otɨṣ̌ti	o t ɨ ʂ t i -	V C V C C V
3982	Capanahua		Pano	pinch	5592	ts o m i n	tsominquin	ts o m i n	C V C V C
7838	Chacobo		Pano	pinch	5592	ts o m i	tsomihaina	ts o m i -	C V C V
6761	Isconahua		Pano	pinch	5592	ts o m i	tsomi	ts o m i -	C V C V
5772	Sharanahua		Pano	pinch	5592	ts u m i n	tsomin	ts u m i n	C V C V C
#
9935	Araona		Tacana	piss	5604	w i	hui	w i - -	C V
8348	Cavinena		Tacana	piss	5604	w i r a	wira	w i r a	C V C V
201	EseEjja		Tacana	piss	5604	w i a	wia-	w i a -	C V V
702	HuarayoEseEjja		Tacana	piss	5604	w i j a	wiya-kwe	w i j a	C V C V
8573	Tacana		Tacana	piss	5604	w i a	huia	w i a -	C V V
3650	Capanahua		Pano	piss	5602	h i s o n i	jisoni	h i s o n i	C V C V C V
1108	Cashibo		Pano	piss	5602	i s o ∼	i'sõ-	i s o ∼ - -	V C V C
1551	Catuquina		Pano	piss	5602	h i s o ∼	hisõ-	h i s o ∼ -	C V C V C
9527	Chacobo		Pano	piss	5602	h i s o	jisohaina	h i s o - -	C V C V
6762	Isconahua		Pano	piss	5602	i s o n	ison	i s o n - -	V C V C
10215	Kaxarari		Pano	piss	5602	i s u l u	isuˈlu	i s u l u -	V C V C V
5298	Matses		Pano	piss	5602	i s u n	isun	i s u n - -	V C V C
5773	Sharanahua		Pano	piss	5602	i s u i n	isoin	i s u i n -	V C V V C
#
9565	Chacobo		Pano	plain	3949	m i p a r a k a m a i	mipara ca mai	m i p a r a k a m a i	C V C V C V C V C V V
#
9811	Araona		Tacana	plant (something)	5616	b a n a	bana	b a n a - -	C V C V
3460	Capanahua		Pano	plant (something)	5616	β a n a	banaquin	β a n a - -	C V C V
1623	Catuquina		Pano	plant (something)	5616	β a n a	βana-	β a n a - -	C V C V
9351	Chacobo		Pano	plant (something)	5616	β a n a	banahaina	β a n a - -	C V C V
275	EseEjja		Tacana	plant (something)	5616	ɓ a n a	ɓana-	ɓ a n a - -	C V C V
763	HuarayoEseEjja		Tacana	plant (something)	5616	b a n a	bano-kwe	b a n a - -	C V C V
6763	Isconahua		Pano	plant (something)	5616	β a n a i	banai	β a n a i -	C V C V V
10202	Kaxarari		Pano	plant (something)	5616	b a n a	bana	b a n a - -	C V C V
5964	Sharanahua		Pano	plant (something)	5616	β a n a i	fanai	β a n a i -	C V C V V
2135	ShipiboConibo		Pano	plant (something)	5616	β a n a	βana	β a n a - -	C V C V
2696	Yaminahua		Pano	plant (something)	5616	β a n a k i	βana-kĩ	β a n a k i	C V C V C V
#
921	HuarayoEseEjja		Tacana	play	5628	m a h a m a h a	maha-maha-kwe	m a h a m a h a	C V C V C V C V
5300	Matses		Pano	play	5628	m a m ɨ n	mamën	m a m ɨ n - - -	C V C V C
4670	Moseten		Mosetén	play	5628	m a h m a i	'mahmai	m a h m a i - -	C V C C V V
9079	Tsimane		Mosetén	play	5628	m a h m a i h	majmaij	m a h m a i h -	C V C C V V C
6764	Isconahua		Pano	play	650	m ɨ k a	meka	m ɨ k a	C V C V
#
3031	Amahuaca		Pano	potato	5639	p o β a	póva	p o β a	C V C V
8767	Cashibo		Pano	potato	5639	p o a	poa	p o a -	C V V
5775	Sharanahua		Pano	potato	5639	p u a	poa	p u a -	C V V
#
1209	Cashibo		Pano	press	263	tʃ i n i n t i	či'nin-ti	tʃ i n i n t i	C V C V C C V
6352	Kakataibo		Pano	press	5646	β i t a ʂ t i	bitaxti	β i t a ʂ t i	C V C V C C V
#
1646	Catuquina		Pano	pull	5659	n i n i	nini-	n i n i	C V C V
9593	Chacobo		Pano	pull	5659	n i n i	ninihaina	n i n i	C V C V
5302	Matses		Pano	pull	5659	n i n	nin-	n i n -	C V C
5777	Sharanahua		Pano	pull	5659	n i n i	nini	n i n i	C V C V
#
9970	Araona		Tacana	pumpkin	5670	h e m i	jemi	h e m i	C V C V
285	EseEjja		Tacana	pumpkin	5670	x e m i	xemi	x e m i	C V C V
8608	Tacana		Tacana	pumpkin	5670	h e m i	jemi	h e m i	C V C V
3101	Amahuaca		Pano	pumpkin	5669	β a r a n	váran	β a r a n	C V C V C
3600	Capanahua		Pano	pumpkin	5669	w a r a n	huaran	w a r a n	C V C V C
1195	Cashibo		Pano	pumpkin	5669	β a r a ∼	βa'rã	β a r a ∼	C V C V C
1631	Catuquina		Pano	pumpkin	5669	w a r a ∼	warã	w a r a ∼	C V C V C
6905	Kakataibo		Pano	pumpkin	5669	β a ɾ a n	baran	β a ɾ a n	C V C V C
5966	Sharanahua		Pano	pumpkin	5669	β a r a n	faran	β a r a n	C V C V C
2144	ShipiboConibo		Pano	pumpkin	5669	w a r a ∼	warã	w a r a ∼	C V C V C
2705	Yaminahua		Pano	pumpkin	5669	β a r a	βãra	β a r a -	C V C V
#
3134	Amahuaca		Pano	pursue	1659	tʃ i β a n	chívanquín	tʃ i β a n - -	C V C V C
3534	Capanahua		Pano	pursue	1659	tʃ i β a n	chibanquin	tʃ i β a n - -	C V C V C
8785	Catuquina		Pano	pursue	1659	tʃ i β a ∼	ṣ̌iβã-	tʃ i β a ∼ - -	C V C V C
7801	Chacobo		Pano	pursue	1659	tʃ i β a	chibahaina	tʃ i β a - - -	C V C V
7954	Cavinena		Tacana	pursue	1999	a a h e	aaje	a a h e	V V C V
#
3393	Amahuaca		Pano	pus	5683	k o o	cóó	k o o - - - -	C V V
3563	Capanahua		Pano	pus	5683	k o o	coo	k o o - - - -	C V V
1119	Cashibo		Pano	pus	5683	k o o	koo	k o o - - - -	C V V
1563	Catuquina		Pano	pus	5683	k o ʔ o	koʔo	k o ʔ o - - -	C V C V
9450	Chacobo		Pano	pus	5683	k o o	coo	k o o - - - -	C V V
6771	Isconahua		Pano	pus	5683	k o	ko	k o - - - - -	C V
6355	Kakataibo		Pano	pus	5683	k ɯ	ku	k ɯ - - - - -	C V
5306	Matses		Pano	pus	5683	k u	cu	k u - - - - -	C V
4686	Moseten		Mosetén	pus	5683	h u n u j e ʔ	hunu'yeʔ	h u n u j e ʔ	C V C V C V C
5778	Sharanahua		Pano	pus	5683	k u u	coo	k u u - - - -	C V V
2071	ShipiboConibo		Pano	pus	5683	k o o	koo	k o o - - - -	C V V
2627	Yaminahua		Pano	pus	5683	k o o	koo	k o o - - - -	C V V
#
3300	Amahuaca		Pano	push	5691	β ɨ r a n	vúranquín	β ɨ r a n	C V C V C
4027	Capanahua		Pano	push	5691	w ɨ r a n	hueranquin	w ɨ r a n	C V C V C
6773	Isconahua		Pano	push	5691	w ɨ ɾ a n	weran	w ɨ ɾ a n	C V C V C
#
9924	Araona		Tacana	put	5705	w a n a b o t e a	huanabotea	w a n a b o t e a	C V C V C V C V V
1707	Catuquina		Pano	put	5705	s a n a ∼	sanã-	s a n a ∼ - - - -	C V C V C
9499	Chacobo		Pano	put	5705	h a n a	janahaina	h a n a - - - - -	C V C V
371	EseEjja		Tacana	put	5705	w a n a	wana-	w a n a - - - - -	C V C V
5308	Matses		Pano	put	5705	n a n	nan	n a n - - - - - -	C V C
8096	Cavinena		Tacana	put	5710	i j a	iya	i j a	V C V
372	EseEjja		Tacana	put	5710	i j a	iya-	i j a	V C V
831	HuarayoEseEjja		Tacana	put	5710	i j a	iya-kwe	i j a	V C V
1706	Catuquina		Pano	put	4825	r a k a ∼	rakã-	r a k a ∼ - -	C V C V C
3126	Amahuaca		Pano	put	988	β a k i n	váquin	β a k i n -	C V C V C
4690	Moseten		Mosetén	put	5707	j ɨ tʃ e	yœ̃'če	j ɨ tʃ e	C V C V
8577	Tacana		Tacana	put	5707	i tʃ a	icha	i tʃ a -	V C V
9326	Tsimane		Mosetén	put	5707	j ɨ ʔ t	yú’taqui	j ɨ ʔ t	C V C C
#
976	Cashibo		Pano	rain (precipitation)	2197	u ɲ e	uɲe	u ɲ e - -	V C V
6359	Kakataibo		Pano	rain (precipitation)	2197	ʔ ɯ ɲ e	'uñe	ʔ ɯ ɲ e -	C V C V
3590	Capanahua		Pano	rain (precipitation)	1450	ʔ o i	hoi	ʔ o i	C V V
1416	Catuquina		Pano	rain (precipitation)	1450	o i	oi	o i -	V V
9610	Chacobo		Pano	rain (precipitation)	1450	o i	oi	o i -	V V
6774	Isconahua		Pano	rain (precipitation)	1450	o i	oi	o i -	V V
5309	Matses		Pano	rain (precipitation)	1450	u e	ue	u e -	V V
5781	Sharanahua		Pano	rain (precipitation)	1450	u i	oi	u i -	V V
2466	Yaminahua		Pano	rain (precipitation)	1450	o i	oi	o i -	V V
#
3722	Capanahua		Pano	rainbow	5721	n a w a n β a ʔ i	nahuan bahi	n a w a n β a ʔ i	C V C V C C V C V
1407	Catuquina		Pano	rainbow	5721	n a w a ∼ β a ʔ i	nawã βaʔi	n a w a ∼ β a ʔ i	C V C V C C V C V
6775	Isconahua		Pano	rainbow	5721	n a w a n β a i	nawan bai	n a w a n β a i -	C V C V C C V V
5782	Sharanahua		Pano	rainbow	5721	n a w a n β a i	nahuan fai	n a w a n β a i -	C V C V C C V V
1874	ShipiboConibo		Pano	rainbow	5721	n a w a ∼ β a i	nawã βai	n a w a ∼ β a i -	C V C V C C V V
3372	Amahuaca		Pano	rainbow	5720	n a n β a ʔ i	naanváhi	n a n β a ʔ i -	C V C C V C V
9576	Chacobo		Pano	rainbow	5720	n a w a β a ʔ i	nahua-bahi	n a w a β a ʔ i	C V C V C V C V
2458	Yaminahua		Pano	rainbow	5720	n a β a β a i	nãβa βai	n a β a β a i -	C V C V C V V
#
3781	Capanahua		Pano	raw	5738	p a ʂ a	paxa	p a ʂ a	C V C V
1133	Cashibo		Pano	raw	5738	p a ʂ a	paṣ̌a	p a ʂ a	C V C V
1574	Catuquina		Pano	raw	5738	p a ʂ a	paša	p a ʂ a	C V C V
9627	Chacobo		Pano	raw	5738	p a ʂ a	paxa	p a ʂ a	C V C V
6776	Isconahua		Pano	raw	5738	p a h a	paha	p a h a	C V C V
5783	Sharanahua		Pano	raw	5738	p a ʃ a	pasha	p a ʃ a	C V C V
2083	ShipiboConibo		Pano	raw	5738	p a ʂ a	paṣ̌a	p a ʂ a	C V C V
2638	Yaminahua		Pano	raw	5738	p a ʂ a	paṣ̌a	p a ʂ a	C V C V
#
2982	Amahuaca		Pano	red	5747	β i n ʃ i n	vínshin	β i n ʃ i n	C V C C V C
3659	Capanahua		Pano	red	5747	h o ʃ i n i	joshini	h o ʃ i n i	C V C V C V
1782	Catuquina		Pano	red	5747	h o ∼ ʃ i ∼	hõčĩ	h o ∼ ʃ i ∼	C V C C V C
6361	Kakataibo		Pano	red	5747	ɯ ʃ i n	ushin	ɯ ʃ i n - -	V C V C
5313	Matses		Pano	red	5747	s i n i	shin	s i n i - -	C V C V
5784	Sharanahua		Pano	red	5747	u ʃ i n	oshin	u ʃ i n - -	V C V C
2344	ShipiboConibo		Pano	red	5747	h o ʃ i ∼ i	hošĩ	h o ʃ i ∼ i	C V C V C V
2876	Yaminahua		Pano	red	5747	o ∼ ʃ i	õši	o ∼ ʃ i - -	V C C V
#
3354	Amahuaca		Pano	relatives	5074	n a m i	námi	n a m i	C V C V
3353	Amahuaca		Pano	relatives	5756	k a i β o	cáivo	k a i β o	C V V C V
1006	Cashibo		Pano	relatives	5756	k a i β o	kaiβo	k a i β o	C V V C V
1925	ShipiboConibo		Pano	relatives	5756	k a i β o	kaiβo	k a i β o	C V V C V
9522	Chacobo		Pano	relatives	75	h i m i	jimi	h i m i	C V C V
#
3066	Amahuaca		Pano	remember	3155	ʃ i n a n	shínanhí	ʃ i n a n - -	C V C V C
6779	Isconahua		Pano	remember	3155	ʃ i n a n	shinan	ʃ i n a n - -	C V C V C
6362	Kakataibo		Pano	remember	3155	s i n a n t i	sinanti	s i n a n t i	C V C V C C V
5968	Sharanahua		Pano	remember	3155	ʃ i n ai n	shinain	ʃ i n ai n - -	C V C V C
#
2985	Amahuaca		Pano	rest	1099	h o β i n	jóvinhí	h o β i n - -	C V C V C
#
3092	Amahuaca		Pano	rib	5780	p i ʃ i	pishí	p i ʃ i - -	C V C V
9637	Chacobo		Pano	rib	5780	p i ʃ i	pishi	p i ʃ i - -	C V C V
6780	Isconahua		Pano	rib	5780	p i ʃ i	pishi	p i ʃ i - -	C V C V
5786	Sharanahua		Pano	rib	5780	p i ʃ i	pishi	p i ʃ i - -	C V C V
1974	ShipiboConibo		Pano	rib	5780	p i ʃ i	pi-ši	p i ʃ i - -	C V C V
2549	Yaminahua		Pano	rib	5780	p i ʃ i	piši	p i ʃ i - -	C V C V
#
3248	Amahuaca		Pano	ring	5946	m ɨ ʔ o s o t i	múhozóti	m ɨ ʔ o s o t i -	C V C V C V C V
3698	Capanahua		Pano	ring	5946	m ɨ ʔ o s o ʔ t i	mehosohti	m ɨ ʔ o s o ʔ t i	C V C V C V C C V
6367	Kakataibo		Pano	ring	5946	m ɨ ɯ s ɯ t i	mëusuti	m ɨ ɯ s ɯ t i - -	C V V C V C V
5482	Matses		Pano	ring	5946	m ɨ u s u d t e	mëusudte	m ɨ u s u d t e -	C V V C V C C V
#
721	HuarayoEseEjja		Tacana	ripe	1023	k i a h a w a	kia-hawa	k i a h a w a	C V V C V C V
2987	Amahuaca		Pano	ripe	3643	k a n i	caní	k a n i - -	C V C V
9683	Chacobo		Pano	ripe	5747	ʃ i n i	shini	ʃ i n i - -	C V C V
#
7749	Tacana		Tacana	river	2197	n a	ena	n a - - -	C V
3608	Capanahua		Pano	river	2823	w a k a	huaca	w a k a -	C V C V
7723	Isconahua		Pano	river	2823	w a k a	waka	w a k a -	C V C V
6903	Kakataibo		Pano	river	2823	β a k a	baka	β a k a -	C V C V
10173	Kaxarari		Pano	river	2823	w a k a ʔ	waˈkaʔ	w a k a ʔ	C V C V C
3046	Amahuaca		Pano	river	2810	h ɨ n ɨ	junú	h ɨ n ɨ	C V C V
#
3928	Capanahua		Pano	roll	5823	t a r a n	taranquin	t a r a n - -	C V C V C
1218	Cashibo		Pano	roll	5823	t a r a ∼	ta'rã-	t a r a ∼ - -	C V C V C
2176	ShipiboConibo		Pano	roll	5823	t a r a ∼ t i	tarã-ti	t a r a ∼ t i	C V C V C C V
#
6372	Kakataibo		Pano	roof	5057	m a p ɯ t i	maputi	m a p ɯ t i	C V C V C V
#
3048	Amahuaca		Pano	root	6113	t a p o n	tápon	t a p o n -	C V C V C
3927	Capanahua		Pano	root	6113	t a p o n	tapon	t a p o n -	C V C V C
1187	Cashibo		Pano	root	6113	t a p o ∼	ta'põ	t a p o ∼ -	C V C V C
1624	Catuquina		Pano	root	6113	t a p o ∼	tapõ	t a p o ∼ -	C V C V C
9696	Chacobo		Pano	root	6113	t a p o n o	tapono	t a p o n o	C V C V C V
6786	Isconahua		Pano	root	6113	t a p o n	tapon	t a p o n -	C V C V C
6373	Kakataibo		Pano	root	6113	t a p ɯ n	tapun	t a p ɯ n -	C V C V C
5319	Matses		Pano	root	6113	t a p u n	tapun	t a p u n -	C V C V C
5969	Sharanahua		Pano	root	6113	t a p u n	tapon	t a p u n -	C V C V C
2136	ShipiboConibo		Pano	root	6113	t a p o ∼	ta-põ	t a p o ∼ -	C V C V C
2697	Yaminahua		Pano	root	6113	t a p o	tapo	t a p o - -	C V C V
8299	Cavinena		Tacana	root	1471	t i r i	tiri	t i r i - -	C V C V
4724	Moseten		Mosetén	root	1471	i r i b i n	iri'bin	i r i b i n	V C V C V C
9097	Tsimane		Mosetén	root	1471	r i b i n	ribin	r i b i n -	C V C V C
#
3174	Amahuaca		Pano	rope	5859	n i ʃ i	nishí	n i ʃ i	C V C V
3887	Capanahua		Pano	rope	5859	n i ʃ i	nishi	n i ʃ i	C V C V
1199	Cashibo		Pano	rope	5859	n i s i	nisi	n i s i	C V C V
6374	Kakataibo		Pano	rope	5859	n i s i	nisi	n i s i	C V C V
2710	Yaminahua		Pano	rope	5859	n i ʃ i	niši	n i ʃ i	C V C V
3886	Capanahua		Pano	rope	5861	r i s β i	risbí	r i s β i	C V C C V
5970	Sharanahua		Pano	rope	5861	r ɨ s β i	rusfi	r ɨ s β i	C V C C V
2151	ShipiboConibo		Pano	rope	5861	r i s β i	risβi	r i s β i	C V C C V
#
1137	Cashibo		Pano	rotten	79	p i s i	pisi	p i s i - -	C V C V
9640	Chacobo		Pano	rotten	79	p i s i	pisi	p i s i - -	C V C V
6375	Kakataibo		Pano	rotten	79	p i s i	pisi	p i s i - -	C V C V
3369	Amahuaca		Pano	rotten	5872	p a j o	páyo	p a j o - - -	C V C V
1577	Catuquina		Pano	rotten	5872	p a j o	payo	p a j o - - -	C V C V
5791	Sharanahua		Pano	rotten	5872	p a j u k u a	payocoa	p a j u k u a	C V C V C V V
2087	ShipiboConibo		Pano	rotten	5872	p a j o t i	payo-ti	p a j o t i -	C V C V C V
#
7800	Chacobo		Pano	rough	1389	k ɨ r ɨ ʂ a	quërëxa	k ɨ r ɨ ʂ a	C V C V C V
2357	ShipiboConibo		Pano	rough	1267	ʂ a ʂ a	ṣ̌aṣ̌a	ʂ a ʂ a	C V C V
#
3298	Amahuaca		Pano	rub	5887	t ɨ r ɨ	túruquín	t ɨ r ɨ - - -	C V C V
8293	Cavinena		Tacana	rub	5887	t e d i	tedi	t e d i - - -	C V C V
2720	Yaminahua		Pano	rub	5887	t ɨ r ɨ a k i	tɨrɨ akĩ	t ɨ r ɨ a k i	C V C V V C V
3299	Amahuaca		Pano	rub	1267	ʂ a ʂ a	xáxaquín	ʂ a ʂ a	C V C V
#
9487	Chacobo		Pano	run	3966	h a β a	jabahaina	h a β a - -	C V C V
#
3215	Amahuaca		Pano	salt	5909	t a ʃ i	tashí	t a ʃ i	C V C V
3931	Capanahua		Pano	salt	5909	t a ʃ i	tashi	t a ʃ i	C V C V
1154	Cashibo		Pano	salt	5909	t a ʃ i	taši	t a ʃ i	C V C V
6380	Kakataibo		Pano	salt	5909	t a ʃ i	tashi	t a ʃ i	C V C V
2107	ShipiboConibo		Pano	salt	5909	t a ʃ i	taši	t a ʃ i	C V C V
2661	Yaminahua		Pano	salt	5909	t a ʃ i	taši	t a ʃ i	C V C V
1593	Catuquina		Pano	salt	5913	s a o	sao	s a o -	C V V
6790	Isconahua		Pano	salt	5913	s a ɾ i	sari	s a ɾ i	C V C V
5323	Matses		Pano	salt	5913	s a	sa	s a - -	C V
5794	Sharanahua		Pano	salt	5913	s a u	sao	s a u -	C V V
#
