ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	COGID	COGIDS	MORPHEMES	BORROWING	ALIGNMENT
9947	Araona	ask (inquire)	bicuaebaja	bicuaebaja	b i kʷ a e + b a h a	None	Tacana	2149	270 2258	ask		b i kʷ a e + b a h a
544	EseEjja	ask (request)	wowiaxa-nahe	wowiaxa-nahe	w o w i a x a	None	Tacana	2173	273	ask		w o w i a x a
1381	Cashibo	ask (request)	ɲo'ka-ti	ɲo'ka-ti	ɲ o + k a + t i	None	Pano	0	3625 1206 1167	_:verbal _:verbal		ɲ o + k a + t i
1844	Catuquina	ask (request)	yoka-	yoka-	j o k a	None	Pano	2153	271	ask		j o k a
2490	ShipiboConibo	ask (request)	yoka-ti	yoka-ti	j o k a + t i	None	Pano	2153	271 1167	ask _:verbal		j o k a + t i
3014	Yaminahua	ask (request)	yõka-kĩ	yõka-kĩ	j õ k a + k ĩ	None	Pano	2153	271 1186	ask _:verbal		j õ k a + - k ĩ
3015	Yaminahua	ask (request)	kĩβi-kĩ	kĩβi-kĩ	k ĩ β i + k ĩ	None	Pano	0	305 1186	_:verbal		k ĩ β i + - k ĩ
3469	Amahuaca	ask (request)	yócaaquín	yócaaquín	j ó/o k a	None	Pano	2153	271	ask		j ó/o k a
4135	Capanahua	ask (request)	yocaquin	yocaquin	j o k a	None	Pano	2153	271	ask		j o k a
4181	Moseten	ask (request)	ku'daki	ku'daki	k u d a + k i	None	Mosetén	0	300 643	_:verbal		k u d a + k i
4182	Movima	ask (request)	ɗah-kʷa-na	ɗah-kʷa-na	ɗ a h + kʷ a + n a	None	Movima	2361	301 1177 1968	absolute_state _:verbal		ɗ a h + kʷ a + n a
5585	Sharanahua	ask (request)	cucui	cucui	k ɨ k ɨ + i	None	Pano	0	3626 591	_:verbal		k ɨ k ɨ + - i
5586	Sharanahua	ask (request)	yoimai	yoimai	j u.i m a.i	None	Pano	3307	4223	?		j u.i m a.i
7599	Chipaya	ask (request)	sik-z	sik-z	s i k	None	Uru-Chipaya	2377	303	?		s i k
7800	Isconahua	ask (request)	yokai	yokai	j o k a + i	None	Pano	2153	271 591	ask _:verbal		j o k a + - i
8109	Cavinena	ask (request)	baka	baka	b a k a	None	Tacana	1815	2258	ask		b a k a
8495	Tacana	ask (request)	baja	baja	b a h a	None	Tacana	1815	2258	ask		b a h a
9035	Tsimane	ask (request)	códaqui	códaqui	k õ d	None	Mosetén	2358	300	?		k õ d -
9464	Chacobo	ask (request)	baahaina	baahaina	β a a	None	Pano	2367	302	?		β a a
9963	Araona	ask (request)	cuae	cuae	kʷ a e	None	Tacana	2387	304	ask		kʷ a e
298	EseEjja	axe	seweša	seweša	s e w e ʃ a	None	Tacana	2598	332	?		s e w e ʃ a
299	EseEjja	axe	ehahaha akʷi	ehahaha akʷi	h a h a h a + a kʷ i	None	Tacana	2652	340 11965	tree		h a h a h a + a kʷ i
300	EseEjja	axe	aki	aki	a k i	None	Tacana	601	11965	tree		a k i
785	HuarayoEseEjja	axe	šoši-xi	šoši-xi	ʃ o ʃ i	None	Tacana	1444	1802	?		ʃ o ʃ i
1208	Cashibo	axe	roɨ	roɨ	r o ɨ	None	Pano	2565	327	?		r o - ɨ
1209	Cashibo	axe	manɨ	manɨ	m a n ɨ	None	Pano	2610	334	?		m a n ɨ
1645	Catuquina	axe	roɨ	roɨ	r o ɨ	None	Pano	2565	327	?		r o - ɨ
2194	ShipiboConibo	axe	roɨ	roɨ	r o ɨ	None	Pano	2565	327	?		r o - ɨ
2195	ShipiboConibo	axe	yami	yami	j a m i	None	Pano	2577	329	?		j a m i
2785	Yaminahua	axe	yami	yami	j a m i	None	Pano	2577	329	?		j a m i
3125	Amahuaca	axe	rovú, yamí	rovú	r o β ɨ	None	Pano	2565	327	?		r o β ɨ
3126	Amahuaca	axe	rovú, yamí	yamí	j a m í/i	None	Pano	2577	329	?		j a m í/i
4125	Capanahua	axe	yami, rohue	yami	j a m i	None	Pano	2577	329	?		j a m i
4126	Capanahua	axe	yami, rohue	rohue	r o w ɨ	None	Pano	2565	327	?		r o w ɨ
4183	Moseten	axe	pha'kiyeʔ	pha'kiyeʔ	pʰ a k i j e.ʔ	None	Mosetén	2625	336	?		pʰ a k i j e.ʔ
4184	Movima	axe	lai-ɬa	lai-ɬa	l ai + ɬ a	None	Movima	2635	337 338	?		l ai + ɬ a
5114	Matses	axe	duë	duë	d u ɨ	None	Pano	2565	327	?		d u - ɨ
5115	Matses	axe	moco	moco	m o k o	None	Pano	1445	1803	?		m o k o
5587	Sharanahua	axe	rurati	rurati	r ɨ r a + t i	None	Pano	2643	339 547	cut _:n_rel/instr		r ɨ r a + t i
5588	Sharanahua	axe	yami	yami	j a m i	None	Pano	2577	329	?		j a m i
6135	Kakataibo	axe	manë	manë	m a n ɨ	None	Pano	2610	334	?		m a n ɨ
6136	Kakataibo	axe	ruë	ruë	ɾ ɯ ɨ	None	Pano	2565	327	?		ɾ ɯ - ɨ
6634	Isconahua	axe	yanpa	yanpa	j a n p a	None	Pano	2602	333	?		j a n p a
7387	Chipaya	axe	hacha	hacha	h a tʃ a	None	Uru-Chipaya	2583	330	?		h a tʃ a
8218	Cavinena	axe	jacha	jacha	h a tʃ a	None	Tacana	2583	330	?		h a tʃ a
8713	Tacana	axe	jacha	jacha	h a tʃ a	None	Tacana	2583	330	?		h a tʃ a
9118	Tsimane	axe	jai’ñi	jai’ñi	h a i.ʔ ɲ i	None	Mosetén	2619	335	?		h a i.ʔ ɲ i
9763	Chacobo	axe	poroma	poroma	p o r o m a	None	Pano	2590	331	?		p o r o m a
9925	Araona	axe	baja	baja	b a h a	None	Tacana	2570	328	?		b a h a
59	EseEjja	baby	ešoʔi	ešoʔi	ʃ o ʔ i	None	Tacana	5243	96	young		- ʃ o ʔ i
604	HuarayoEseEjja	baby	e-bakwa	e-bakwa	b a kʷ a	None	Tacana	2833	360	child		b a kʷ a
1441	Catuquina	baby	yomɨ maško	yomɨ maško	j o m ɨ + m a ʂ k o	None	Pano	2856	361 2823	baby ?		j o m ɨ + m a ʂ k o
1925	ShipiboConibo	baby	βakɨ-šoko	βakɨ-šoko	β a k ɨ + ʃ o k o	None	Pano	2842	360 362	child person		β a k ɨ + ʃ o k o
2557	Yaminahua	baby	βakɨ-šta	βakɨ-šta	β a k ɨ + ʃ t a	None	Pano	2844	360 367	child ?		β a k ɨ + ʃ t a
2558	Yaminahua	baby	yomɨ-šta	yomɨ-šta	j o m ɨ + ʃ t a	None	Pano	2857	361 367	baby ?		j o m ɨ + ʃ t a
2559	Yaminahua	baby	βakɨ yomɨ	βakɨ yomɨ	β a k ɨ + j o m ɨ	None	Pano	2841	360 361	child baby		β a k ɨ + j o m ɨ
3539	Capanahua	baby	baquexo	baquexo	β a k ɨ + ʂ o	None	Pano	2840	360 344	child ?		β a k ɨ + ʂ o
4567	Moseten	baby	xuih'ɲo	xuih'ɲo	x u i h ɲ o	None	Mosetén	2885	366	?		x u i h ɲ o
4568	Movima	baby	tami-ɓa	tami-ɓa	t a m i + ɓ a	None	Movima	2414	308 309	?		t a m i + ɓ a
5116	Matses	baby	bacuëmpi	bacuëmpi	b a kʷ ɨ + m p i	None	Pano	2837	360 311	? small		b a kʷ ɨ + m p i
5589	Sharanahua	baby	facu	facu	β a k ɨ	None	Pano	2833	360	child		β a k ɨ
6114	Sharanahua	baby	yomu	yomu	j u m ɨ	None	Pano	2855	361	?		j u m ɨ
6137	Kakataibo	baby	tuá	tuá	t ɯ a	None	Pano	1166	146	young		t ɯ - a
6635	Isconahua	baby	bakeheko	bakeheko	β a k ɨ + h ɨ k o	None	Pano	2839	360 343	child ?		β a k ɨ + h ɨ k o
7678	Chipaya	baby	tutu	tutu	t u t u	None	Uru-Chipaya	2704	347	?		t u t u
8348	Cavinena	baby	nana	nana	n a n a	None	Tacana	5140	94	young		n a n a
8872	Tacana	baby	yanana chidi	yanana chidi	j a + n a n a + tʃ i d i	None	Tacana	2868	363 94 346	baby young small		j a + n a n a + tʃ i d i
9179	Tsimane	baby	joijno’	joijno’	h o i h n o.ʔ	None	Mosetén	2885	366	?		h o i h n o.ʔ
9472	Chacobo	baby	baquë-pistia	baquë-pistia	β a k ɨ + p i s t i a	None	Pano	2843	360 364	child ?		β a k ɨ + p i s t i a
10033	Araona	baby	ezoe	ezoe	ɽ o e	None	Tacana	2828	359	?		ɽ o e
136	EseEjja	back	e-hakaxa	e-hakaxa	h a + k a + x a	None	Tacana	2633	3369 1255 3369	_:bp-round/small _:verbal small_round_obj		h a + k a + h a
660	HuarayoEseEjja	back	e-daa-sa	e-daa-sa	d a a + s a	None	Tacana	3886	586 1163	bone		d a a + s a - - -
1063	Cashibo	back	kaṣ̌o	kaṣ̌o	k a + ʂ o	None	Pano	1672	208 668	:back-prefix back		k a + ʂ o
1500	Catuquina	back	pɨmana	pɨmana	p ɨ + m a + n a	None	Pano	2790	355 707 843	:back_prefix :head ?		p ɨ + m a + n a
1994	ShipiboConibo	back	pɨka	pɨka	p ɨ + k a	None	Pano	2785	355 208	:back_prefix :back-prefix		p ɨ + k a
1995	ShipiboConibo	back	kaṣ̌o	kaṣ̌o	k a + ʂ o	None	Pano	1672	208 668	:back-prefix back		k a + ʂ o
1996	ShipiboConibo	back	pɨ-	pɨ-	p ɨ	None	Pano	2773	355	:back_prefix		p ɨ
2623	Yaminahua	back	piči	piči	p i + tʃ i	None	Pano	3788	561 621	back back/behind		p i - + tʃ i
3295	Amahuaca	back	catú	catú	k a + t ɨ	None	Pano	1669	208 394	:back-prefix bow		k a + t ɨ
3863	Capanahua	back	peca, pexo, cahté	peca	p ɨ + k a	None	Pano	2785	355 208	:back_prefix :back-prefix		p ɨ + k a
3864	Capanahua	back	peca, pexo, cahté	pexo	p ɨ + ʂ o	None	Pano	2788	355 668	:back_prefix back		p ɨ + ʂ o
3865	Capanahua	back	peca, pexo, cahté	cahté	k a ʔ + t ɨ	None	Pano	3085	391 394	back bow		k a ʔ + t ɨ
4185	Moseten	back	mœrehri'ka	mœrehri'ka	m ɨ + r e h r i k a	None	Mosetén	3786	561 564	back ?		m ɨ - + r e h r i k a
4186	Movima	back	ɗuɗu-kʷa	ɗuɗu-kʷa	ɗ u ɗ u + kʷ a	None	Movima	3893	587 1177	absolute_state		ɗ u ɗ u + kʷ a
5590	Sharanahua	back	catu	catu	k a + t ɨ	None	Pano	1669	208 394	:back-prefix bow		k a + t ɨ
5591	Sharanahua	back	puminti	puminti	p ɨ + m i n t i	None	Pano	2787	355 638	:back_prefix ?		p ɨ + m i n t i
6138	Kakataibo	back	kaxu	kaxu	k a + ʂ ɯ	None	Pano	1672	208 668	:back-prefix back		k a + ʂ ɯ
6636	Isconahua	back	kate	kate	k a + t ɨ	None	Pano	1669	208 394	:back-prefix bow		k a + t ɨ
6637	Isconahua	back	pechi	pechi	p ɨ + tʃ i	None	Pano	2786	355 621	:back_prefix back/behind		p ɨ + tʃ i
7085	Matses	back	caʈʂo	caʈʂo	k a + ʈʂ o	None	Pano	1671	208 606	:back-prefix back		k a + ʈʂ o
7607	Chipaya	back	taj, taja	taj	t a x	None	Uru-Chipaya	3091	392	?		t a x -
7608	Chipaya	back	taj, taja	taja	t a x a	None	Uru-Chipaya	3091	392	?		t a x a
8023	Cavinena	back	-bebakwa, -tibu	-bebakwa	b e + b a kʷ a	None	Tacana	3787	561 605	back ?		b e - + b a kʷ a
8024	Cavinena	back	-bebakwa, -tibu	-tibu	t i b u	None	Tacana	3883	585	?		t i b u
8516	Tacana	back	bishi, yarapa	bishi	b i + ʃ i	None	Tacana	3789	561 669	back ?		b i - + ʃ i
8517	Tacana	back	bishi, yarapa	yarapa	j a ɾ a p a	None	Tacana	3110	395	back		j a ɾ a p a
9214	Tsimane	back	murujru	murujru	m ɨ + r ɨ h r ɨ	None	Mosetén	3786	561 564	back ?		m ɨ - + r ɨ h r - - ɨ
9530	Chacobo	back	catë	catë	k a + t ɨ	None	Pano	1669	208 394	:back-prefix bow		k a + t ɨ
9935	Araona	back	bebacua	bebacua	b e + b a kʷ a	None	Tacana	3787	561 605	back ?		b e - + b a kʷ a
10235	Kaxarari	back	ˈkatapu	ˈkatapu	k a + t a p u	None	Pano	1662	208 1362	:back-prefix back		k a + t a - p u -
513	EseEjja	bad	kea-mase	kea-mase	k e a + m a s e	None	Tacana	2993	3797 424	prefix ?		k e a + m a s e
514	EseEjja	bad	kea-šoʔitai	kea-šoʔitai	k e a + ʃ o ʔ i t a i	None	Tacana	2994	3797 433	prefix ?		k e a + ʃ o ʔ i t a i
937	HuarayoEseEjja	bad	kia-tai	kia-tai	k i a + t a i	None	Tacana	3331	3797 425	_:pref_give ?		k i a + t a i
1363	Cashibo	bad	ʔaisama	ʔaisama	ʔ a i s a + m a	None	Pano	3162	4006 809	neg		ʔ a i s a + m a
1820	Catuquina	bad	ičṣ̌a-pa	ičṣ̌a-pa	i ʃ tʃ a + p a	None	Pano	3167	4010 3991	?		i ʃ tʃ a + p a
2454	ShipiboConibo	bad	-koma	-koma	k o + m a	None	Pano	3169	4014 809	neg		k o + m a
2455	ShipiboConibo	bad	hakoma	hakoma	h a k o + m a	None	Pano	3143	3984 809	good neg		h a k o + m a
2456	ShipiboConibo	bad	mɨčo	mɨčo	m ɨ tʃ o	None	Pano	3323	424	?		m ɨ tʃ o
2988	Yaminahua	bad	čaka	čaka	tʃ a k a	None	Pano	3345	427	?		tʃ a k a
3296	Amahuaca	bad	híromá	híromá	ʔ í/i r o + m á/a	None	Pano	3151	3996 809	neg		ʔ í/i r o + m á/a
4043	Capanahua	bad	tiroma	tiroma	t i r o + m a	None	Pano	3151	3996 809	neg		t i r o + m a
4187	Moseten	bad	ham 'hemdsi	ham 'hemdsi	h a m + h e m d s i	None	Mosetén	4613	7820 431	no ?		h a m - - - - + h e m d s i
4188	Movima	bad	um̉-ɓe	um̉-ɓe	u t ʔⁿ + ɓ e	None	Movima	3362	432 4015	?		u t ʔⁿ + ɓ e
5117	Matses	bad	icsa	icsa	i k s a	None	Pano	3352	429	?		i k s a
5592	Sharanahua	bad	chaca	chaca	tʃ a k a	None	Pano	3345	427	?		tʃ a k a
6999	Kakataibo	bad	'aisama uni	'aisama uni	ʔ a i s a + m a + ɯ n i	None	Pano	3163	4006 809 428	neg ?		ʔ a i s a + m a + ɯ n i
7530	Chipaya	bad	phiru	phiru	pʰ i r u	None	Uru-Chipaya	3168	4013	?		pʰ i r u
7787	Isconahua	bad	micha	micha	m i tʃ a	None	Pano	3323	424	bad		m i tʃ a
8464	Cavinena	bad	yuama	yuama	j u a + m a	None	Tacana	3164	4007 404	neg		j u a + m a
8732	Tacana	bad	madhada	madhada	m a ð a + d a	None	Tacana	0	2381 3761	_:adj		m a ð a + d a
8925	Tsimane	bad	a’ćhity	a’ćhity	a ʔ tʃʰ i + tʲ	None	Mosetén	3026	3831 1978	dirty _:nmlz		a ʔ - tʃʰ i + tʲ
9455	Chacobo	bad	anoma	anoma	a n o + m a	None	Pano	3165	4009 809	healthy neg		a n o + m a
9868	Araona	bad	-shili	-shili	ʃ i l i	None	Tacana	3315	423	?		ʃ i l i
285	EseEjja	bark	e'he	e'he	h e	None	Tacana	1137	143	skin		h e - -
775	HuarayoEseEjja	bark	e-hee	e-hee	h e.e	None	Tacana	1137	143	skin		h e.e - -
1199	Cashibo	bark	ṣ̌a'ka	ṣ̌a'ka	ʂ a k a	None	Pano	3762	552	skin		ʂ a k a
1635	Catuquina	bark	hiwi šaka	hiwi šaka	h i w i + ʂ a k a	None	Pano	4393	72 552	tree skin		h i w i + ʂ a k a
2179	ShipiboConibo	bark	βiči	βiči	β i tʃ i	None	Pano	3434	454	skin		β i tʃ i
2180	ShipiboConibo	bark	ṣ̌aka	ṣ̌aka	ʂ a k a	None	Pano	3762	552	skin		ʂ a k a
2775	Yaminahua	bark	iβi βiči	iβi βiči	i β i + β i tʃ i	None	Pano	4391	72 454	tree skin		- i β i + β i tʃ i
3235	Amahuaca	bark	ráxvii	ráxvii	r á/a ʂ β i i	None	Pano	3426	453	?		r á/a ʂ β i i
4072	Capanahua	bark	xacá, rahbi	xacá	ʂ a k a	None	Pano	3762	552	skin		ʂ a k a
4073	Capanahua	bark	xacá, rahbi	rahbi	r a ʔ + β i	None	Pano	35	10148 1009	undefined		r a ʔ + β i - -
4189	Moseten	bark	'šoʔpaʔ	'šoʔpaʔ	ʃ o.ʔ p a.ʔ	None	Mosetén	3438	455	skin		ʃ o.ʔ p a.ʔ
4190	Moseten	bark	šu'páʔ	šu'páʔ	ʃ u p a.ʔ	None	Mosetén	3438	455	skin		ʃ u p a.ʔ
4191	Movima	bark	to-ɓen̉-kʷa	to-ɓen̉-kʷa	t o + ɓ e p ʔⁿ + kʷ a	None	Movima	3448	459 553 1177	skin absolute_state		t o + ɓ e p ʔⁿ + kʷ a
5118	Matses	bark	bitsi	bitsi	b i ts i	None	Pano	3434	454	skin		b i ts i
5593	Sharanahua	bark	ihui fichi	ihui fichi	i w i + β i tʃ i	None	Pano	4391	72 454	tree skin		- i w i + β i tʃ i
7364	Chipaya	bark	chhajpi	chhajpi	tʃʰ a x p i	None	Uru-Chipaya	3440	457	?		tʃʰ a x p i
8026	Cavinena	bark	-biti	-biti	b i t i	None	Tacana	3434	454	skin		b i t i
8586	Tacana	bark	e-biti	e-biti	b i t i	None	Tacana	3434	454	skin		b i t i
9879	Araona	bark	acuibiqui	acuibiqui	kʷ i + b i k i	None	Tacana	1159	145 454	skin skin		kʷ i + b i k i
313	EseEjja	basket	xeepi	xeepi	x e.e p i	None	Tacana	1511	1882	?		x e.e p i
314	EseEjja	basket	eha	eha	h a	None	Tacana	3404	445	nest		h a - -
315	EseEjja	basket	ɓexepi	ɓexepi	ɓ e + x e p i	None	Tacana	3781	561 1882	back ?		ɓ e - + x e p i
794	HuarayoEseEjja	basket	e-šaha	e-šaha	ʃ a h a	None	Tacana	1515	1887	?		ʃ a h a
1220	Cashibo	basket	ka'kã	ka'kã	k a k ã	None	Pano	3506	479	?		k a k ã -
1221	Cashibo	basket	ta'sa	ta'sa	t a s a	None	Pano	3510	481	?		t a s a
1658	Catuquina	basket	koki	koki	k o k i	None	Pano	3506	479	?		k o k i -
2212	ShipiboConibo	basket	tasa	tasa	t a s a	None	Pano	3510	481	?		t a s a
2213	ShipiboConibo	basket	naβiro	naβiro	n a β i r o	None	Pano	3537	488	?		n a β i r o
2802	Yaminahua	basket	βɨ̃ta	βɨ̃ta	β ɨ̃ t a	None	Pano	3514	482	?		β ɨ̃ t a
2803	Yaminahua	basket	šiβa-ti	šiβa-ti	ʃ i β a + t i	None	Pano	0	482 547	_:n_rel/instr		ʃ i β a + t i
2804	Yaminahua	basket	ɨpɨ-a-ti	ɨpɨ-a-ti	ɨ p ɨ + a + t i	None	Pano	3509	480 489 547	? _:n_rel/instr		ɨ p ɨ + a + t i
3401	Amahuaca	basket	cácan	cácan	k á/a k a n	None	Pano	3506	479	?		k á/a k a n
4013	Capanahua	basket	tasá	tasá	t a s a	None	Pano	3510	481	?		t a s a
4192	Movima	basket	sam-res-mo	sam-res-mo	s a m + r e s + m o	None	Movima	3521	484 485 486	?		s a m + r e s + m o
5547	Matses	basket	tsitsan	tsitsan	ts i ts a n	None	Pano	3517	483	?		ts i ts a n
6096	Sharanahua	basket	pishin shihuati	pishin shihuati	p i ʃ i n + ʃ i w a + t i	None	Pano	1509	1880 482 547	? _:n_rel/instr		p i ʃ i n + ʃ i w a + t i
6097	Sharanahua	basket	shihuati	shihuati	ʃ i w a + t i	None	Pano	0	482 547	_:n_rel/instr		ʃ i w a + t i
6139	Kakataibo	basket	kakan	kakan	k a k a n	None	Pano	3506	479	?		k a k a n
6140	Kakataibo	basket	kaki	kaki	k a k i	None	Pano	3506	479	?		k a k i -
6141	Kakataibo	basket	pëkú	pëkú	p ɨ k ɯ	None	Pano	1510	1881	?		p ɨ k ɯ
6638	Isconahua	basket	chichakapi	chichakapi	tʃ i tʃ a + k a p i	None	Pano	3518	483 1924	?		tʃ i tʃ a - + k a p i
6639	Isconahua	basket	kankan	kankan	k a n.k a n	None	Pano	3506	479	?		k a n.k a n
7726	Chipaya	basket	zhepa	zhepa	ʐ e p a	None	Uru-Chipaya	1508	1878	?		ʐ e p a
8256	Cavinena	basket	jiti	jiti	h i t i	None	Tacana	1516	1888	?		h i t i
8558	Tacana	basket	d’ujuju	d’ujuju	ɽ u h u h u	None	Tacana	1514	1886	?		ɽ u h u h u
9134	Tsimane	basket	jasaye, úbu’	jasaye	h a s a j e	None	Mosetén	3534	487	?		h a s a j e
9135	Tsimane	basket	jasaye, úbu’	úbu’	ɨ̃ b ɨ.ʔ	None	Mosetén	3509	480	?		ɨ̃ b ɨ.ʔ
9550	Chacobo	basket	chichama	chichama	tʃ i tʃ a + m a	None	Pano	3517	483 809	neg		tʃ i tʃ a - + m a
9960	Araona	basket	cuaba	cuaba	kʷ a b a	None	Tacana	1512	1883	?		kʷ a b a
94	EseEjja	bat	ɓiɲa	ɓiɲa	ɓ i ɲ a	None	Tacana	3665	517	?		ɓ i ɲ a
630	HuarayoEseEjja	bat	biɲa	biɲa	b i ɲ a	None	Tacana	3665	517	?		b i ɲ a
1026	Cashibo	bat	kašã	kašã	k a ʃ ã	None	Pano	3664	516	?		k a ʃ - - ã
1027	Cashibo	bat	kãša	kãša	k ã ʃ a	None	Pano	3664	516	?		k ã ʃ - - a
1469	Catuquina	bat	kãči	kãči	k ã ʃ i	None	Pano	3664	516	?		k ã ʃ - - i
1953	ShipiboConibo	bat	kaši	kaši	k a ʃ i	None	Pano	3664	516	?		k a ʃ - - i
2586	Yaminahua	bat	kaši	kaši	k a ʃ i	None	Pano	3664	516	?		k a ʃ - - i
3465	Amahuaca	bat	cashí	cashí	k a ʃ í/i	None	Pano	3664	516	?		k a ʃ - - í/i
3602	Capanahua	bat	cashi	cashi	k a ʃ i	None	Pano	3664	516	?		k a ʃ - - i
4193	Moseten	bat	c̷i'ɲiʔ	c̷i'ɲiʔ	ts i ɲ i.ʔ	None	Mosetén	3680	521	?		ts i ɲ i.ʔ
4194	Movima	bat	ɓosin̉	ɓosin̉	ɓ o s i p ʔⁿ	None	Movima	3673	518	?		ɓ o s i p - ʔⁿ
5119	Matses	bat	cuesban	cuesban	kʷ e s b a n	None	Pano	3677	520	?		kʷ e s b a n
6009	Sharanahua	bat	cashi	cashi	k a ʃ i	None	Pano	3664	516	?		k a ʃ - - i
6010	Sharanahua	bat	icanaifo	icanaifo	i k a n a i β u	None	Pano	3681	522	?		i k a n a i β u
6142	Kakataibo	bat	kashi	kashi	k a ʃ i	None	Pano	3664	516	?		k a ʃ - - i
6640	Isconahua	bat	nawa kashi	nawa kashi	n a w a + k a ʃ i	None	Pano	3674	519 516	?		n a w a + k a ʃ - - i
7512	Chipaya	bat	p’aspa	p’aspa	pˀ a s p a	None	Uru-Chipaya	3673	518	?		pˀ a s - p a -
8126	Cavinena	bat	bina	bina	b i n a	None	Tacana	3665	517	?		b i n a
8514	Tacana	bat	bina	bina	b i n a	None	Tacana	3665	517	?		b i n a
9374	Tsimane	bat	tsiñi’	tsiñi’	ts i ɲ i.ʔ	None	Mosetén	3680	521	?		ts i ɲ i.ʔ
9528	Chacobo	bat	cashi	cashi	k a ʃ i	None	Pano	3664	516	?		k a ʃ - - i
9949	Araona	bat	biña	biña	b i ɲ a	None	Tacana	3665	517	?		b i ɲ a
10236	Kaxarari	bat	kaʃiˈwa	kaʃiˈwa	k a ʃ i w a	None	Pano	3664	516	?		k a ʃ i w a
209	EseEjja	bathe	šeweša-	šeweša-	ʃ e w e + ʃ a	None	Tacana	3748	544 541	?		ʃ e w e + - - ʃ a
712	HuarayoEseEjja	bathe	ša-kwe	ša-kwe	ʃ a	None	Tacana	3734	541	?		- - ʃ a
1118	Cashibo	bathe	naši-ti	naši-ti	n a ʃ i + t i	None	Pano	3734	541 1167	bathe _:verbal		n a ʃ i + t i
1562	Catuquina	bathe	nači-	nači-	n a ʃ i	None	Pano	3734	541	bathe		n a ʃ i
2087	ShipiboConibo	bathe	našima-ti	našima-ti	n a ʃ i + m a + t i	None	Pano	3735	541 809 1167	bathe neg _:verbal		n a ʃ i + m a + t i
2088	ShipiboConibo	bathe	naši-ti	naši-ti	n a ʃ i + t i	None	Pano	3734	541 1167	bathe _:verbal		n a ʃ i + t i
2691	Yaminahua	bathe	naši-kĩ	naši-kĩ	n a ʃ i + k ĩ	None	Pano	3734	541 1186	bathe _:verbal		n a ʃ i + - k ĩ
3054	Amahuaca	bathe	náxihí	náxihí	n á/a ʂ i	None	Pano	3734	541	bathe		n á/a ʂ i
3807	Capanahua	bathe	nashihi	nashihi	n a ʃ i + ʔ i	None	Pano	3734	541 174	bathe _:verbal		n a ʃ i + ʔ i
4195	Moseten	bathe	'yœih	'yœih	j ɨ i h	None	Mosetén	3738	542	?		j ɨ i h
4196	Movima	bathe	ɬam̉-ɬam̉	ɬam̉-ɬam̉	ɬ a t ʔⁿ + ɬ a t ʔⁿ	None	Movima	3749	545 545	?		ɬ a t ʔⁿ + ɬ a t ʔⁿ
5120	Matses	bathe	nes	nes	n e s	None	Pano	3734	541	?		n e s -
6143	Kakataibo	bathe	nashi	nashi	n a ʃ i	None	Pano	3734	541	bathe		n a ʃ i
7176	Sharanahua	bathe	nashi	nashi	n a ʃ i	None	Pano	3734	541	bathe		n a ʃ i
7604	Chipaya	bathe	t’ajun-z, aju-z	t’ajun-z	tˀ a x u n	None	Uru-Chipaya	971	1305	?		tˀ a x u n
7605	Chipaya	bathe	t’ajun-z, aju-z	aju-z	a x u	None	Uru-Chipaya	1505	1874	?		a x u -
7776	Isconahua	bathe	choki	choki	tʃ o k i	None	Pano	3739	543	bathe		tʃ o k i
8351	Cavinena	bathe	nawi	nawi	n a w i	None	Tacana	3734	541	bathe		n a w i
9084	Tsimane	bathe	dyuij	dyuij	dʲ ɨ i h	None	Mosetén	3738	542	?		dʲ ɨ i h
9457	Chacobo	bathe	ashihaina	ashihaina	a ʃ i	None	Pano	3734	541	?		- a ʃ i
10139	Araona	bathe	nahui	nahui	n a w i	None	Tacana	3734	541	bathe		n a w i
210	EseEjja	be born	kʷaya-	kʷaya-	kʷ a j a	None	Tacana	3818	569	?		kʷ a j a
713	HuarayoEseEjja	be born	kwaya-kwe	kwaya-kwe	kʷ a j a	None	Tacana	3818	569	?		kʷ a j a
1563	Catuquina	be born	pakɨ-t-	pakɨ-t-	p a k ɨ + t	None	Pano	3822	570 571	?		p a k ɨ + t
2089	ShipiboConibo	be born	pikoti	pikoti	p i k o + t i	None	Pano	977	1308 1167	go_out _:verbal		p i k o + t i
2692	Yaminahua	be born	kãi-kĩ	kãi-kĩ	k ãi + k ĩ	None	Pano	0	569 1186	_:verbal		k ãi - - + - k ĩ
3592	Capanahua	be born	caini	caini	k ai.n + i	None	Pano	3586	5004 591	go _:verbal		k ai.n - - + - i
4235	Moseten	be born	na'ʔih	na'ʔih	n a.ʔ i h	None	Mosetén	3836	573	?		n a.ʔ i h -
4236	Movima	be born	tami-ɬe	tami-ɬe	t a m i + ɬ e	None	Movima	3837	574 575	?		t a m i + ɬ e
5594	Sharanahua	be born	cain	cain	k ai.n	None	Pano	3586	5004	go		k ai.n - -
7490	Chipaya	be born	mat-z, nas-z	mat-z	m a t	None	Uru-Chipaya	3581	4992	?		m a t
7491	Chipaya	be born	mat-z, nas-z	nas-z	n a s	None	Uru-Chipaya	972	1307	?		n a s
8314	Cavinena	be born	kwinana	kwinana	kʷ i n a + n a	None	Tacana	3818	569 1202	arrive _:verbal		kʷ i n a + n a
8547	Tacana	be born	cuina	cuina	kʷ i n a	None	Tacana	3818	569	arrive		kʷ i n a
