ID	CONCEPT	DOCULECT	SUBGROUP	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	BORROWING	NOTE
3396	eat	Amahuaca	Pano	jírihí	cócoquín, jírihí	h í/i r i	1672	1410	h í/i r i	eat		None
3397	pig	Amahuaca	Pano	ráni	ráni	r á/a n i	4189	8429	r á/a n i			None
3398	morning	Amahuaca	Pano	nóntu	nóntu	n ó/o n t ɨ	3625	7298	n ó/o n t ɨ			None
3399	sun	Amahuaca	Pano	vári	vári	β á/a r i	5567	51	β á/a r i - - - -	sun/moon		None
3400	throat	Amahuaca	Pano	túxpi	túxpi	t ɨ + ʂ p i	5776	683 671	t ɨ ʂ p i - - - -	neck eyebrow		None
3401	laugh	Amahuaca	Pano	múcahí	múcahí	m ɨ k a	3143	12017	m ɨ k a	true		None
3402	enemy	Amahuaca	Pano	jámavó	jámavó, yorátza	h á/a m a β ó/o	1728	3468	h á/a m a β ó/o			None
3403	enemy	Amahuaca	Pano	yorátza	jámavó, yorátza	j o r á/a ts a	1738	3480	j o r á/a ts a			None
3404	duck	Amahuaca	Pano	nónon	nónon	n ó/o n o n	1620	3219	n ó/o n o n -			None
3405	boy	Amahuaca	Pano	vacú	vacú	β a k ɨ	615	360	β a k ɨ	child		None
3406	knee	Amahuaca	Pano	rántoncónon	rántoncónon	r á/a n + t o n k ó/o + n o n	3091	992 991 1006	r á/a n t o n - k ó/o n o n	knee_prefix round_bone ?		None
3407	medicine	Amahuaca	Pano	rahóó	rahóó	r a ʔ o.o	3532	7116	r a ʔ ó/o.o	medicine		None
3408	ring	Amahuaca	Pano	múhozóti	múhozóti	m ɨ + ʔ o s ó/o + t i	4489	948 1646 547	m ɨ + ʔ o s ó/o + t i	hand_prefix ring _:n_rel/instr		None
3409	now	Amahuaca	Pano	canón	canón	k a n ó/o n	3913	4134	- k a n ó/o n	when		None
3410	tooth	Amahuaca	Pano	xutá	xutá	ʂ ɨ t á/a	5864	651	ʂ ɨ t á/a	tooth		None
3411	needle (for sewing)	Amahuaca	Pano	jómox	jómox	h ó/o m o ʂ	3838	7709	h ó/o - m o ʂ -			None
3412	arrive	Amahuaca	Pano	nócoohí	nócoohí	n ó/o k o.o	109	1173	n ó/o k o o	meet/arrive		None
3413	shade	Amahuaca	Pano	hóta	hóta	ʔ ó/o t a	4794	9654	- ʔ ó/o t a			None
3414	louse	Amahuaca	Pano	híya	híya	ʔ í/i j a	3426	6879	ʔ í/i j a -	carry		None
3415	horn (anatomy)	Amahuaca	Pano	mánxo	mánxo	m á/a n ʂ o	2876	5780	m á/a n - - ʂ - - o			None
3416	bone	Amahuaca	Pano	xaó	xaó	ʂ a ó/o	595	1163	ʂ a ( - - ) ó/o	bone		None
3417	sharp	Amahuaca	Pano	cunó	cunó	k ɨ + n ó/o	4837	9727 3754	k ɨ + n ó/o	sharp sharp		None
3418	dry	Amahuaca	Pano	choshí	choshí	tʃ o ʃ í/i	1604	3189	- - tʃ o ʃ í/i - - -			None
3419	drink	Amahuaca	Pano	háyaquiín	háyaquiín	ʔ á/a j a + k i í/i n	1569	3126 2331	ʔ á/a j a k i í/i n	drink ?		None
3420	breast	Amahuaca	Pano	chóchó	chóchó, xochí	tʃ ó/o tʃ ó/o	665	1062	tʃ ó/o - tʃ ó/o -	chest		None
3421	breast	Amahuaca	Pano	xochí	chóchó, xochí	ʂ o + tʃ í/i	667	1063 1064	ʂ o + tʃ í/i	chest_prefix chest		None
3422	bite	Amahuaca	Pano	nátuxquín	nátuxquín	n á/a t ɨ ʂ	479	927	n á/a t ɨ ʂ			None
3423	bite	Amahuaca	Pano	píquin	píquin	p í/i + k i n	481	3568 356	p í/i +  + k i n	eat _:verbal		None
3424	name	Amahuaca	Pano	jánu	jánu	h á/a n ɨ	3745	7534	h á/a n ɨ	name		None
3425	far	Amahuaca	Pano	vízma	vízma	β í/i s m a	1859	2543	β í/i - s m a			None
3426	breathe	Amahuaca	Pano	jóvinhí	jóvinhí	h ó/o β i n	673	1344	h ó/o β i n	breathe		None
3427	hear	Amahuaca	Pano	níncaaquín	níncaaquín	n í/i.n k a	2737	5486	n í/i n k a			None
3428	see	Amahuaca	Pano	hiinhí	hiinhí	ʔ i i.n	4706	9480	ʔ i i n	see		None
3429	know (something)	Amahuaca	Pano	hónanhí	hónanhí	ʔ ó/o n a.n	3115	6238	ʔ ó/o n a n			None
3430	play	Amahuaca	Pano	múcaahí	múcaahí	m ɨ k a	4249	12017	m ɨ k - - a -	true		None
3431	squeeze	Amahuaca	Pano	júntzinquín	júntzinquín, tóshaquín	h ɨ n ts i n	5410	10844	h ɨ n ts i n			None
3432	squeeze	Amahuaca	Pano	tóshaquín	júntzinquín, tóshaquín	t ó/o ʃ a	5423	1873	t ó/o ʃ a			None
3433	think (reflect)	Amahuaca	Pano	shínanhí	shínanhí	ʃ í/i n a.n	5730	351	ʃ í/i n a + n	think/remember		None
3434	sit	Amahuaca	Pano	tzáhoohí	tzáhoohí	ts á/a ʔ o.o	5047	2037	ts á/a ʔ o o	sit		None
3435	kill	Amahuaca	Pano	rútuquín	rútuquín	r ɨ t ɨ	3075	6153	r ɨ t ɨ	kill		None
3436	dig	Amahuaca	Pano	póquinquín	póquinquín, vuvííquin	p ó/o + k i n	1473	915 356	p ó/o - - + k i n	arm _:verbal		None
3437	dig	Amahuaca	Pano	vuvííquin	póquinquín, vuvííquin	β ɨ + β í/i í/i + k i n	1489	184 2956 356	β ɨ β í/i í/i + k i n	come tr _tr		None
3438	suck	Amahuaca	Pano	tóconquín	tóconquín, hóyoquín	t ó/o k o n	5535	11088	t ó/o k o n			None
3439	suck	Amahuaca	Pano	hóyoquín	tóconquín, hóyoquín	ʔ ó/o j o	5548	1460	ʔ ó/o j o			None
3440	fight	Amahuaca	Pano	muhúnnahí	muhúnnahí	m ɨ ʔ ɨ n n a	1984	4017	m ɨ - ʔ ɨ n - - n - a			None
3441	yellow	Amahuaca	Pano	pánshin	pánshin	p á/a.n ʃ i.n	6441	13075	p á/a n ʃ i n			None
3442	green	Amahuaca	Pano	mápaxán	mápaxán	m á/a + p a ʂ á/a n	2598	809 8878	m á/a +  + p a ʂ á/a n	neg green		None
3443	burning	Amahuaca	Pano	jurúúquin	jurúúquin	h ɨ r ɨ + ɨ k i n	749	78 253	h ɨ r ɨ + ɨ k i n	burn burn		None
3444	full	Amahuaca	Pano	vópa	vópa, yaní	β ó/o p a	2387	2781	β ó/o - p - a			None
3445	full	Amahuaca	Pano	yaní	vópa, yaní	j a n í/i	2400	4824	j a n í/i			None
3446	star	Amahuaca	Pano	vishí	vishí	β i ʃ í/i	5436	173	β i ʃ ( - ) í/i	star		None
3447	cut	Amahuaca	Pano	xátuquín	xátuquín, rúraquín	ʂ á/a t ɨ	1309	2634	ʂ á/a t ɨ	cut		None
3448	cut	Amahuaca	Pano	rúraquín	xátuquín, rúraquín	r ɨ r a	1325	339	r ɨ r a	cut		None
3449	hit	Amahuaca	Pano	cóshaquín	cóshaquín	k ó/o ʃ a	2829	5697	k ó/o ʃ a			None
3450	split	Amahuaca	Pano	púxuuhí	púxuuhí	p ɨ ʂ ɨ.ɨ	5362	10757	p ɨ ʂ ɨ ɨ			None
3451	swim	Amahuaca	Pano	vúhaquín	vúhaquín, náxihí	β ɨ ʔ a	5603	11246	β ɨ ʔ a			None
3452	swim	Amahuaca	Pano	náxihí	vúhaquín, náxihí	n á/a ʂ i	5614	541	n á/a - - - ʂ i	bathe		None
3453	spit	Amahuaca	Pano	coshtóóhqui	coshtóóhqui	k o ʃ t ó/o ó/o ʔ + k i	5346	10725 176	k o ʃ t ó/o ó/o ʔ + k i	 _:verbal		None
3454	stand	Amahuaca	Pano	jáhi	jáhi	h á/a ʔ i	5426	2357	h á/a ʔ - - i			None
3455	come	Amahuaca	Pano	jóhi	jóhi, vúhi	h ó/o + ʔ i	1124	2261 174	h ó/o ʔ i	come _:verbal		None
3456	come	Amahuaca	Pano	vúhi	jóhi, vúhi	β ɨ + ʔ i	1137	184 174	β ɨ ʔ i	come _:verbal		None
3457	give	Amahuaca	Pano	hínanquín	hínanquín	ʔ í/i n a n	2479	4958	ʔ í/i n a n	give		None
3458	rub	Amahuaca	Pano	túruquín	túruquín, xáxaquín	t ɨ r ɨ	4612	9316	t ɨ r ɨ	rub		None
3459	rub	Amahuaca	Pano	xáxaquín	túruquín, xáxaquín	ʂ á/a ʂ a	4626	1499	ʂ á/a ʂ a	scrape		None
3460	push	Amahuaca	Pano	vúranquín	vúranquín	β ɨ r a n	4335	8745	β ɨ r a n			None
3461	wash	Amahuaca	Pano	chócaquín	chócaquín	tʃ ó/o k a	6144	12429	tʃ ó/o k a	wash		None
3462	pull	Amahuaca	Pano	tíniquin	tíniquin, xaráquin	t í/i n i + k i n	4291	1853 356	t í/i n i + k i n	 _:verbal		None
3463	pull	Amahuaca	Pano	xaráquin	tíniquin, xaráquin	ʂ a r á/a + k i n	4305	8643 356	ʂ a r á/a + k i n	 _:verbal		None
3464	throw	Amahuaca	Pano	cánuquín	cánuquín	k á/a n ɨ	5791	9860	k á/a n ɨ	throw		None
3465	sew	Amahuaca	Pano	cúxuquín	cúxuquín	k ɨ ʂ ɨ	4781	9627	k ɨ ʂ ɨ			None
3466	say	Amahuaca	Pano	yóhiquín	yóhiquín	j ó/o ʔ i	4669	9417	j ó/o ʔ i			None
3467	drunk	Amahuaca	Pano	páhunhá	páhunhá	p á/a ʔ ɨ n + ʔ á/a	1594	1551 1407	p á/a ʔ ɨ n ʔ á/a	strong ?		None
3468	look for	Amahuaca	Pano	vúnaquín	vúnaquín	β ɨ + n a	3409	681 1072	β ɨ + n a	eye/round look_for		None
3469	comb	Amahuaca	Pano	vóxti	vóxti	β ó/o + ʂ + t i	1104	1658 1659 1167	β ó/o + ʂ + t i	comb comb? _:verbal		None
3470	body	Amahuaca	Pano	yóra	yóra	j ó/o r a	572	1120	j ó/o r a	body		None
3471	shoulder	Amahuaca	Pano	púxacáa	púxacáa	p ɨ + ʂ a k á/a a	4941	355 903	p ɨ ʂ a k á/a a	:back_prefix ?		None
3472	plant (something)	Amahuaca	Pano	vánaquín	vánaquín	β á/a n a	4240	8550	β á/a n a	move/plant		None
3473	cloud	Amahuaca	Pano	naicóhin	naicóhin	n a i + k ó/o ʔ i n	1067	147 1211	n a i + k ó/o ʔ i n	sky cloud		None
3474	mouse	Amahuaca	Pano	xóya	xóya	ʂ ó/o j a	3668	7377	ʂ ó/o j a			None
3475	one	Amahuaca	Pano	tíí	tíí	t í/i í/i	3998	2711	- t í/i í/i - -	one		None
3476	die	Amahuaca	Pano	nócahí	nócahí, rúzohí	n ó/o k a	1462	3546	n ó/o k a	extinguish		None
3477	die	Amahuaca	Pano	rúzohí	nócahí, rúzohí	r ɨ s o	1471	2857	r ɨ s o	finish		None
3478	two	Amahuaca	Pano	rávután	rávután	r á/a β ɨ + t á/a n	5986	142 12097	r á/a β ɨ t á/a n	two ?		None
3479	fly (insect)	Amahuaca	Pano	nacá	nacá	n a k á/a	2201	4446	n a k á/a	fly		None
3480	fruit	Amahuaca	Pano	vimí	vimí	β i m í/i	2378	4787	β i m í/i	fruit		None
3481	mosquito	Amahuaca	Pano	víí	víí	β í/i í/i	3640	7322	β í/i í/i -			None
3482	wasp	Amahuaca	Pano	mári-vína	mári-vína, níshvin	m á/a r i + β í/i n a	6155	12465 617	- m á/a r i + β í/i n a ( - - )	 wasp		None
3483	wasp	Amahuaca	Pano	níshvin	mári-vína, níshvin	n í/i ʃ β i n	6164	12475	n í/i ʃ β i n			None
3484	run	Amahuaca	Pano	páxahicáhi	páxahicáhi, niriquí	p á/a ʂ a ʔ i + k á/a ʔ i	4631	9340 0343	p á/a ʂ a ʔ i k á/a ʔ i			None
3485	run	Amahuaca	Pano	niriquí	páxahicáhi, niriquí	n i r i k í/i	4646	9350	n i r i k í/i			None
3486	forget	Amahuaca	Pano	shínanyámequuín	shínanyámequuín	ʃ í/i n a.n + j á/a m e k ɨ í/i n	2324	351 4063	ʃ í/i n a n j á/a m e k ɨ í/i n	think/remember ?		None
3487	basket	Amahuaca	Pano	cácan	cácan	k á/a k a n	233	479	k á/a - k a n			None
3488	eyelash	Amahuaca	Pano	vúxmi	vúxmi	β ɨ + ʂ m i	1798	681 864	β ɨ ʂ m i	eye/round eyelash		None
3489	man	Amahuaca	Pano	joní	joní	h o n í/i	3469	125	h o n í/i -	person		None
3490	face	Amahuaca	Pano	vúnmanná	vúnmanná	β ɨ + n m a n n á/a	1811	681 703	β ɨ + n m a n n á/a -	eye/round		None
3491	lazy	Amahuaca	Pano	yonotíma	yonotíma	j o n o t í/i m a	3155	6342	j o n o t í/i m a			None
3492	door	Amahuaca	Pano	vúva	vúva, xúpotí	β ɨ + β a	1539	681 1685	β ɨ + β a	eye/round door		None
3493	door	Amahuaca	Pano	xúpotí	vúva, xúpotí	ʂ ɨ + p o + t í/i	1541	651 1673 547	ʂ ɨ + p o + t í/i	mouth door _:n_rel/instr		None
3494	sell	Amahuaca	Pano	mároquín	mároquín	m á/a r o	4735	1587	m á/a r o	buy		None
3495	float	Amahuaca	Pano	tóxvaahí	tóxvaahí	t ó/o ʂ β a	2141	4334	t ó/o ʂ β - - a			None
3496	pile up	Amahuaca	Pano	máánaquín	máánaquín	m a.a n a	4195	8449	m aa n a			None
3497	only	Amahuaca	Pano	jáztii	jáztii	h á/a s t ii	4009	1097	h á/a s t i i			None
3498	brain	Amahuaca	Pano	mápomúrano	mápomúrano	m á/a + p o + m ɨ r a n o	628	707 3159 688	m á/a + p o + m ɨ r a n o	:head head/brain ?		None
3499	sleep	Amahuaca	Pano	hóxahí	hóxahí	ʔ ó/o ʂ a	5081	10197	ʔ ó/o ʂ a	sleep		None
3500	smell (perceive)	Amahuaca	Pano	xútuuhí	xútuuhí	ʂ ɨ t ɨɨ	5133	10300	ʂ ɨ + t ɨ ɨ	smell ?		None
3501	smell (stink)	Amahuaca	Pano	xútuuhí	xútuuhí	ʂ ɨ + t ɨɨ	5141	10300 2029	ʂ ɨ + t ɨɨ	smell ?		None
3502	wait (for)	Amahuaca	Pano	mánanquín	mánanquín	m á/a n a.n	6078	12304	m á/a n a n			None
3503	up	Amahuaca	Pano	mánanhó	mánanhó	m á/a n a n + ʔ ó/o	6014	12170 12172	m á/a n a n ʔ ó/o			None
3504	chest	Amahuaca	Pano	xochí	xochí	ʂ o + tʃ í/i	913	1063 1064	ʂ o + tʃ í/i	chest_prefix chest		None
3505	flour	Amahuaca	Pano	róroo	róroo	r ó/o r oo	2152	4356	r ó/o r o o			None
3506	wake up	Amahuaca	Pano	vúzohí	vúzohí	β ɨ s o	6085	12319	β ɨ s o -	wake		None
3507	cloth	Amahuaca	Pano	chópa-xátu	chópa-xátu	tʃ ó/o p a + ʂ á/a t ɨ	1032	2113 2634	- - - tʃ ó/o p a + - - ʂ - á/a t ɨ	cloth cut		None
3508	sneeze	Amahuaca	Pano	jáhoshíni	jáhoshíni	h á/a ʔ o ʃ í/i n i	5202	1161	h á/a - ʔ o ʃ í/i n - - i			None
3509	speak	Amahuaca	Pano	yóhiquín	yóhiquín	j ó/o + ʔ i	5290	1210 174	j ó/o ʔ i	speak _:verbal		None
3510	empty	Amahuaca	Pano	xávan	xávan	ʂ á/a β a n	1713	3446	ʂ á/a - β a n			None
3511	dead	Amahuaca	Pano	naháá	naháá	n a ʔ a.a	1397	2797	n a ʔ á/a.a			None
3512	flat	Amahuaca	Pano	zapá	zapá	s a p á/a	2113	4280	s a - p - - á/a			None
3513	relatives	Amahuaca	Pano	cáivo	cáivo, námi	k á/a i β o	4424	8927	k á/a - i β o			None
3514	relatives	Amahuaca	Pano	námi	cáivo, námi	n á/a m i	4439	7088	n á/a m i	meat		None
3515	short	Amahuaca	Pano	tóro	tóro	t ó/o r o	4925	9888	t ó/o r - o -			None
3516	sit down	Amahuaca	Pano	tzáhoohi	tzáhoohi	ts á/a ʔ o + o ʔ i	5056	2037 2696	ts á/a ʔ o o ʔ i	sit ?		None
3517	tear (of eye)	Amahuaca	Pano	vúhon	vúhon	β ɨ + ʔ o.n	5631	681 3921	β ɨ + ʔ o n	eye/round ?		None
3518	lightning	Amahuaca	Pano	cánaa	cánaa	k á/a n a	3340	6693	k á/a n a	lightning		None
3519	true	Amahuaca	Pano	cóón	cóón	k ó/o ó/o n	5943	12005	k ó/o - ó/o n -			None
3520	mute	Amahuaca	Pano	jantó	jantó	h a n t ó/o	3720	7487	h a n t ó/o			None
3521	hole	Amahuaca	Pano	mai-xántoo	mai-xántoo	m a i + ʂ á/a n t o o	2848	314 5719	m a i + ʂ á/a n t o o	earth ?		None
3522	write	Amahuaca	Pano	cunúúquin	cunúúquin	k ɨ n ɨɨ + k i n	6422	13022 356	k ɨ n ɨ ɨ + k i n	 _:verbal		None
3523	arm	Amahuaca	Pano	pónyan	pónyan, póxtuu	p ó/o + n j a n	81	915 1044	p ó/o + n j a n	arm arm		None
3524	arm	Amahuaca	Pano	póxtuu	pónyan, póxtuu	p ó/o + ʂ t ɨ ɨ	93	915 1038	- p ó/o ʂ t ɨ ɨ	arm arm		None
3525	behind	Amahuaca	Pano	cáchiihó	cáchiihó	k á/a + tʃ i.i ʔ ó/o	353	208 3063	k á/a + tʃ i.i ʔ ó/o	:back-prefix behind		None
3526	tell	Amahuaca	Pano	jóvihí	jóvihí	h ó/o β i	5663	6287	h ó/o β i	tell		None
3527	wet	Amahuaca	Pano	muchá	muchá	m ɨ tʃ á/a	6202	12580	m ɨ - tʃ á/a			None
3528	rotten	Amahuaca	Pano	pítzihá	pítzihá, páyo	p í/i ts i + ʔ á/a	4581	9251 1442	p í/i ts i ʔ á/a			None
3529	rotten	Amahuaca	Pano	páyo	pítzihá, páyo	p á/a j o	4582	9252	p á/a j - - o -	rotten		None
3530	cheek	Amahuaca	Pano	tamó	tamó	t a m ó/o	909	712	- t a m ó/o	cheek		None
3531	sky	Amahuaca	Pano	naí	naí	n a í/i	5073	147	n a í/i	sky		None
3532	rainbow	Amahuaca	Pano	naanváhi	naanváhi	n a n + β á/a ʔ i	4387	8841 246	n a - - n + β á/a ʔ i	 path		None
3533	tear (shred)	Amahuaca	Pano	móxaquín	móxaquín	m ó/o ʂ a	5643	11342	m ó/o ʂ a			None
3534	join	Amahuaca	Pano	rúchiquín	rúchiquín	r ɨ tʃ i	3020	6065	r ɨ tʃ i			None
3535	choose	Amahuaca	Pano	cátooquín	cátooquín	k á/a t o o	988	2006	k á/a t o o			None
3536	leave	Amahuaca	Pano	cáinhí	cáinhí, jóvanhí	k á/a i n	3178	5004	k á/a - - - - - i n - -	go		None
3537	leave	Amahuaca	Pano	jóvanhí	cáinhí, jóvanhí	h ó/o β a n	3193	5005	h ó/o β a - n	go		None
3538	older sister	Amahuaca	Pano	chóca	chóca, poví	tʃ ó/o + k a	3984	376 2828	tʃ ó/o + k a	undefined		None
3539	older sister	Amahuaca	Pano	poví	chóca, poví	p o β í/i	3996	372	p o β í/i			None
3540	older brother	Amahuaca	Pano	jochí	jochí	h o + tʃ í/i	3974	8004 1964	h o + tʃ í/i	brother brother		None
3541	younger brother	Amahuaca	Pano	chamí	chamí	tʃ a m í/i	6547	368	tʃ a m í/i			None
3542	younger sister	Amahuaca	Pano	chipí	chipí	tʃ i p í/i	6564	8029	tʃ i p í/i	sister		None
3543	finish	Amahuaca	Pano	rúzohí	rúzohí, níshmarízhi	r ɨ s o	2044	2857	- r ɨ s o	finish		None
3544	finish	Amahuaca	Pano	níshmarízhi	rúzohí, níshmarízhi	n í/i ʃ m a r í/i s ʔ i	2060	4155	n í/i ʃ m a r í/i s ʔ i			None
3545	scrape	Amahuaca	Pano	nízaquín	nízaquín, xótoquín	n í/i s a	4685	1500	n í/i s a			None
3546	scrape	Amahuaca	Pano	xótoquín	nízaquín, xótoquín	ʂ ó/o t o	4701	9451	ʂ ó/o t o			None
3547	pain	Amahuaca	Pano	hízin	hízin	ʔ í/i s i n	4089	8223	ʔ í/i s i.n	sick		None
3548	want	Amahuaca	Pano	cúunhi	cúunhi	k ɨ ɨ.n + ʔ i	6128	12394 174	k ɨ ɨ + n ʔ i	want _:verbal		None
3549	butterfly	Amahuaca	Pano	cócoshtóvi	cócoshtóvi, jozó	k ó/o k o ʃ t ó/o β i	782	1531	k ó/o - k o ʃ t ó/o β i			None
3550	butterfly	Amahuaca	Pano	jozó	cócoshtóvi, jozó	h o s ó/o	792	123	h o s ó/o			None
3551	bat	Amahuaca	Pano	cashí	cashí	k a ʃ í/i	253	516	k a ʃ í/i ( - - )			None
3552	wood	Amahuaca	Pano	jíí	jíí	h í/i í/i	6355	72	h í/i - í/i	tree		None
3553	pus	Amahuaca	Pano	cóó	cóó	k ó/o ó/o	4330	8725	k ó/o - ó/o			None
3554	look	Amahuaca	Pano	hiinhí	hiinhí	ʔ i i.n	3394	9480	ʔ i i n	see		None
3555	ask (request)	Amahuaca	Pano	yócaaquín	yócaaquín	j ó/o k a	151	271	j ó/o k a	ask		None
3556	jump	Amahuaca	Pano	cáshtiihí	cáshtiihí, póhqui	k á/a ʃ t i.i	3037	6090	k á/a ʃ t i i			None
3557	jump	Amahuaca	Pano	póhqui	cáshtiihí, póhqui	p ó/o ʔ k i	3051	2028	p ó/o ʔ k i			None
3558	meet	Amahuaca	Pano	tzíztocóhohi	tzíztocóhohi	ts í/i s t o k ó/o ʔ o ʔ i	3542	7138	ts í/i s t o k ó/o ʔ o ʔ i			None
3559	vagina	Amahuaca	Pano	chispí	chispí	tʃ i ʂ p í/i	6043	12234	tʃ i ʂ p í/i			None
3560	navel	Amahuaca	Pano	náto	náto	n á/a t o	3779	1084	n á/a t o -			None
3561	cry	Amahuaca	Pano	haráhqui	haráhqui	ʔ a r á/a ʔ + k i	1268	3897 176	ʔ a r á/a ʔ k i	 _:verbal		None
3562	sick	Amahuaca	Pano	hízinyá	hízinyá	ʔ í/i s i n + j á/a	4992	8223 2059	ʔ í/i s i ( n - - )	sick ?		None
3563	cotton	Amahuaca	Pano	xapó	xapó	ʂ a p ó/o	1205	2419	ʂ a p ó/o	cotton		None
3564	soft	Amahuaca	Pano	tányan	tányan, vachó	t á/a n j a n	5226	3720	t á/a n j a n			None
3565	soft	Amahuaca	Pano	vachó	tányan, vachó	β a tʃ ó/o	5229	10513	β a tʃ - - ó/o			None
3566	buy	Amahuaca	Pano	mároquín	mároquín	m á/a r o	812	1587	m á/a r o	buy		None
3567	dance	Amahuaca	Pano	chírinhí	chírinhí	tʃ í/i r i n	1332	6099	tʃ í/i r i n	jump/dance		None
3568	hard	Amahuaca	Pano	caní	caní, cúrux	k a n í/i	2700	396	k a n í/i	grow		None
3569	hard	Amahuaca	Pano	cúrux	caní, cúrux	k ɨ r ɨ + ʂ	2702	1635 2719	k ɨ r ɨ + ʂ	hard _:adj		None
3570	armpit	Amahuaca	Pano	píshcan	píshcan	p í/i ʃ + k a n	96	158 906	p í/i + ʃ + k a n	armpit		None
3571	touch	Amahuaca	Pano	rámanquín	rámanquín	r á/a m a n	5873	11865	r á/a m a n			None
3572	clothes	Amahuaca	Pano	chópa	chópa	tʃ ó/o p a	1047	2113	tʃ ó/o p a	cloth		None
3573	help	Amahuaca	Pano	jaquínquin	jaquínquin	h a k í/i	2776	5595	h a k í/i			None
3574	sour	Amahuaca	Pano	cachá	cachá	k a tʃ á/a	5275	10598	- - k a tʃ - - á/a	sour		None
3575	shake	Amahuaca	Pano	taríquin	taríquin, vánahí	t a r í/i + k i n	4813	9825 356	t a r í/i + k i n	shake _:verbal		None
3576	shake	Amahuaca	Pano	vánahí	taríquin, vánahí	β á/a n a	4832	8550	β á/a n a	move/plant		None
3577	tie	Amahuaca	Pano	vúcaxnáhaquín	vúcaxnáhaquín	β ɨ k a ʂ n á/a ʔ	5821	11739	β ɨ k a ʂ n á/a ʔ			None
3578	dream (something)	Amahuaca	Pano	námaahí	námaahí	n á/a m a	1559	3088	n á/a m - - a	dream		None
3579	rough	Amahuaca	Pano	cúrux	cúrux	k ɨ r ɨ + ʂ	4592	1635 2719	k ɨ r ɨ + ʂ	hard _:adj		None
3580	deer	Amahuaca	Pano	chaxó	chaxó	tʃ a ʂ ó/o	1433	2859	tʃ a ʂ ó/o			None
3581	there	Amahuaca	Pano	honó	honó	ʔ o n ó/o	5682	11409	ʔ o n ó/o	there		None
3582	near	Amahuaca	Pano	hóramá	hóramá	ʔ ó/o r a + m á/a	3794	2518 809	ʔ ó/o r a + m á/a	far neg		None
3583	raw	Amahuaca	Pano	nápax	nápax	n á/a p a ʂ	4403	8876	n á/a p a ʂ			None
3584	necklace	Amahuaca	Pano	cácuuti	cácuuti	k á/a k ɨɨ + t i	3823	7687 547	k á/a k ɨ ɨ t i	 _:n_rel/instr		None
3585	canoe	Amahuaca	Pano	rónti	rónti	r ó/o n t i	832	1638	r ó/o n t i			None
3586	demon	Amahuaca	Pano	yóvuu	yóvuu	j ó/o β ɨɨ	1441	1209	j ó/o β ɨ ɨ			None
3587	dew	Amahuaca	Pano	nívii	nívii	n í/i β i i	1453	2903	n í/i β i - i			None
3588	snore	Amahuaca	Pano	núanhí	núanhí	n ɨ a n	5214	10488	n ɨ a n			None
3589	get tired	Amahuaca	Pano	hóxacatátznáhi	hóxacatátznáhi	ʔ ó/o ʂ a k a + t á/a ts n á/a ʔ + i	2437	4890 4891 591	ʔ ó/o ʂ a k a t á/a ts n á/a ʔ i	 ? _:verbal		None
3590	bend	Amahuaca	Pano	vúquiquín	vúquiquín	β ɨ k i	408	5340	β ɨ k i	half		None
3591	dog	Amahuaca	Pano	hinán	hinán, hinó	ʔ i n á/a n	1523	3023	ʔ i n á/a ( n - )			None
3592	dog	Amahuaca	Pano	hinó	hinán, hinó	ʔ i n ó/o	1523	3023	ʔ i n ó/o ( - - )			None
3593	go down (descend)	Amahuaca	Pano	hípaahí	hípaahí	ʔ í/i + p a	2515	2098 2143	ʔ í/i + p a	directed_movement ?		None
3594	mix	Amahuaca	Pano	józiquín	józiquín	h ó/o s i	3599	1518	h ó/o s i			None
3595	hammock	Amahuaca	Pano	rizí	rizí	r i s í/i	2682	5364	r i s í/i	hammock		None
3596	comb (verb)	Amahuaca	Pano	vooxúhuhi	vooxúhuhi	β oo ʂ ɨ ʔ ɨ ʔ i	1114	2244	β o o ʂ ɨ ʔ ɨ ʔ i			None
3598	path	Amahuaca	Pano	váhin	váhin	β á/a ʔ i n	4122	8301	β á/a ʔ i n			None
3599	meat	Amahuaca	Pano	námi	námi	n á/a m i	3522	7088	n á/a m i	meat		None
3600	dawn	Amahuaca	Pano	nútuhí	nútuhí	n ɨ t ɨ	1366	204	n ɨ t ɨ	day		None
3601	boil (something)	Amahuaca	Pano	covínquin	covínquin	k o β í/i n + k i n	585	1148 356	k o β í/i n + k i n	 _:verbal		None
3602	hair (head)	Amahuaca	Pano	vóó	vóó	β ó/o ó/o	2657	715	β ó/o ( ó/o )	head/hair		None
3603	high or tall	Amahuaca	Pano	chaíí	chaíí	tʃ a í/i í/i	2819	5680	tʃ a í/i í/i			None
3604	wake up (someone)	Amahuaca	Pano	vúzohí	vúzohí	β ɨ s o	6102	12319	β ɨ s o	wake		None
3605	mighty or powerful or strong	Amahuaca	Pano	cúrux	cúrux	k ɨ r ɨ + ʂ	3568	1635 2719	k ɨ r ɨ + ʂ	hard _:adj		None
3606	crawl or creep	Amahuaca	Pano	múpihí	múpihí	m ɨ p i	1242	1992	m ɨ p - - i			None
3607	earth (soil)	Amahuaca	Pano	maí	maí, nutú	m a í/i	1655	314	m a í/i	earth		None
3608	earth (soil)	Amahuaca	Pano	nutú	maí, nutú	n ɨ t ɨ	1659	204	n ɨ t ɨ -	day		None
