ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy,Alignment,Morphemes,GroupedSounds
EseEjja-face-2,,EseEjja,face,e-šemo,e-šemo,ʃ e m o,None,Key2021,4747,,,,None,648,ʃ e m o,cheek,"['ʃ', 'e', 'm', 'o']"
EseEjja-forehead-1,,EseEjja,forehead,e-ɓawa,e-ɓawa,ɓ a w a,None,Key2021,4104,,,,None,4650,ɓ a w a,?,"['ɓ', 'a', 'w', 'a']"
EseEjja-forehead-2,,EseEjja,forehead,e-pawa,e-pawa,p a w a,None,Key2021,4104,,,,None,4650,p a w a,?,"['p', 'a', 'w', 'a']"
EseEjja-jaw-1,,EseEjja,jaw,e-šemo-saʔ,e-šemo-saʔ,ʃ e m o + s !aʔ/a,None,Key2021,4748,,,,None,648 1163,ʃ e m o + s !aʔ/a ( - - ) -,cheek bone,"['ʃ', 'e', 'm', 'o', '+', 's', '!aʔ/a']"
EseEjja-cheek-1,,EseEjja,cheek,e-šemo,e-šemo,ʃ e m o,None,Key2021,4747,,,,None,648,ʃ e m o,cheek,"['ʃ', 'e', 'm', 'o']"
EseEjja-eye-1,,EseEjja,eye,e-ko-xa,e-ko-xa,k o x a,None,Key2021,5063,,,,None,713,k o x a,eye,"['k', 'o', 'x', 'a']"
EseEjja-eyebrow-1,,EseEjja,eyebrow,e-ko-xa-šaɲawa,e-ko-xa-šaɲawa,k o x a + ʃ a ɲ a + w a,None,Key2021,5067,,,,None,713 637 612,k o x a + ʃ a ɲ a + w a,eye ? eyebrow,"['k', 'o', 'x', 'a', '+', 'ʃ', 'a', 'ɲ', 'a', '+', 'w', 'a']"
EseEjja-eyelash-1,,EseEjja,eyelash,e-ko-xa-ɲa,e-ko-xa-ɲa,k o x a + ɲ a,None,Key2021,5064,,,,None,713 1044,k o x a + ( - ) - ɲ a,eye hair,"['k', 'o', 'x', 'a', '+', 'ɲ', 'a']"
EseEjja-eyelash-2,,EseEjja,eyelash,e-ko-xa-šaɲawa,e-ko-xa-šaɲawa,k o x a + ʃ a ɲ a + w a,None,Key2021,5067,,,,None,713 637 612,k o x a + ʃ a ɲ a + w a,eye ? eyebrow,"['k', 'o', 'x', 'a', '+', 'ʃ', 'a', 'ɲ', 'a', '+', 'w', 'a']"
EseEjja-ear-1,,EseEjja,ear,e-ša-xa,e-ša-xa,ʃ a x a,None,Key2021,5174,,,,None,741,ʃ a x a,ear,"['ʃ', 'a', 'x', 'a']"
EseEjja-nose-1,,EseEjja,nose,e'wiʔ,e'wiʔ,w i ʔ,None,Key2021,4865,,,,None,681,w i.ʔ,face,"['w', 'i.ʔ']"
EseEjja-mouth-1,,EseEjja,mouth,e-naɓa,e-naɓa,n a ɓ a,None,Key2021,5172,,,,None,7403,n a ɓ a,mouth,"['n', 'a', 'ɓ', 'a']"
EseEjja-lip-1,,EseEjja,lip,e-kʷasa,e-kʷasa,kʷ a + s a,None,Key2021,5142,,,,None,733 1163,kʷ a + s a ( - - ) -,go bone,"['kʷ', 'a', '+', 's', 'a']"
EseEjja-tongue-1,,EseEjja,tongue,e-ana,e-ana,a n a,None,Key2021,4738,,,,None,645,( - ) - a n a,mouth,"['a', 'n', 'a']"
EseEjja-tooth-1,,EseEjja,tooth,e'seʔ,e'seʔ,s e ʔ,None,Key2021,4759,,,,None,651,s e.ʔ,tooth,"['s', 'e.ʔ']"
EseEjja-neck-1,,EseEjja,neck,e-piki,e-piki,p i k i,None,Key2021,5253,,,,None,7664,p i k i,?,"['p', 'i', 'k', 'i']"
EseEjja-throat-1,,EseEjja,throat,e-kahaha,e-kahaha,k a + h a h a,None,Key2021,2285,,,,None,2575 829,k a - - + h a h a,throat throat,"['k', 'a', '+', 'h', 'a', 'h', 'a']"
EseEjja-shoulder-1,,EseEjja,shoulder,e-ɓaʔaxa,e-ɓaʔaxa,ɓ a ʔ a x a,None,Key2021,6118,,,,None,9914,ɓ a ( ʔ a x a ),?,"['ɓ', 'a', 'ʔ', 'a', 'x', 'a']"
EseEjja-shoulder-2,,EseEjja,shoulder,e-ɓeyoxo,e-ɓeyoxo,ɓ e + j o x o,None,Key2021,4446,,,,None,561 286,ɓ e + j o x o,back ?,"['ɓ', 'e', '+', 'j', 'o', 'x', 'o']"
EseEjja-arm-1,,EseEjja,arm,e-aa,e-aa,a a,None,Key2021,1039,,,,None,131,a a,arm,"['a', 'a']"
EseEjja-armpit-1,,EseEjja,armpit,enakʷiši,enakʷiši,n a kʷ i ʃ i,None,Key2021,1362,,,,None,159,( - ) n a ( - ) kʷ i ʃ i,?,"['n', 'a', 'kʷ', 'i', 'ʃ', 'i']"
EseEjja-elbow-1,,EseEjja,elbow,e-ɓašo,e-ɓašo,ɓ a ʃ o,None,Key2021,5882,,,,None,942,ɓ a ʃ o,elbow,"['ɓ', 'a', 'ʃ', 'o']"
EseEjja-hand-1,,EseEjja,hand,e-me,e-me,m e,None,Key2021,5895,,,,None,948,m e,hand_prefix,"['m', 'e']"
EseEjja-palmofhand-1,,EseEjja,palmofhand,e-me-xoto,e-me-xoto,m e + x o t o,None,Key2021,5941,,,,None,948 965,m e + x o t o,hand_prefix ?,"['m', 'e', '+', 'x', 'o', 't', 'o']"
EseEjja-finger-1,,EseEjja,finger,e-me-sisi,e-me-sisi,m e + s i s i,None,Key2021,5938,,,,None,948 952,m e + s i s i,hand_prefix finger,"['m', 'e', '+', 's', 'i', 's', 'i']"
EseEjja-fingernail-1,,EseEjja,fingernail,e-me-kiši,e-me-kiši,m e + k i + ʃ i,None,Key2021,5929,,,,None,948 949 2588,m e + k i - + ʃ i,hand_prefix hand nail,"['m', 'e', '+', 'k', 'i', '+', 'ʃ', 'i']"
EseEjja-leg-1,,EseEjja,leg,e-kise,e-kise,k i s e,None,Key2021,6058,,,,None,980,k i s e ( - - - ),leg,"['k', 'i', 's', 'e']"
EseEjja-leg-2,,EseEjja,leg,e-ahoho,e-ahoho,a h o h o,None,Key2021,4746,,,,None,6461,a h o h o,?,"['a', 'h', 'o', 'h', 'o']"
EseEjja-upperlegthigh-1,,EseEjja,upperlegthigh,e-kise,e-kise,k i s e,None,Key2021,6058,,,,None,980,k i s e ( - - - ),leg,"['k', 'i', 's', 'e']"
EseEjja-knee-1,,EseEjja,knee,e-kʷio-šaxa,e-kʷio-šaxa,kʷ i o + ʃ a x a,None,Key2021,6135,,,,None,993 741,kʷ i o + ʃ a x a,knee ear,"['kʷ', 'i', 'o', '+', 'ʃ', 'a', 'x', 'a']"
EseEjja-foot-1,,EseEjja,foot,e-hioxi,e-hioxi,h i o + x i,None,Key2021,1167,,,,None,140 3223,h i o + x i,foot foot,"['h', 'i', 'o', '+', 'x', 'i']"
EseEjja-foot-2,,EseEjja,foot,exioxi,exioxi,x i o + x i,None,Key2021,1167,,,,None,140 3223,x i o + x i,foot foot,"['x', 'i', 'o', '+', 'x', 'i']"
EseEjja-heel-1,,EseEjja,heel,e-xioxi-kokaxi,e-xioxi-kokaxi,x i o x i + k o k a x i,None,Key2021,5493,,,,None,8302 1003,x i o x i + k o k a x i,path ?,"['x', 'i', 'o', 'x', 'i', '+', 'k', 'o', 'k', 'a', 'x', 'i']"
EseEjja-footprint-1,,EseEjja,footprint,exioxi,exioxi,x i o + x i,None,Key2021,1167,,,,None,140 3223,x i o + x i,foot foot,"['x', 'i', 'o', '+', 'x', 'i']"
EseEjja-wing-1,,EseEjja,wing,e-kʷičo,e-kʷičo,kʷ i tʃ o,None,Key2021,135,,,,None,1050,kʷ i tʃ o,?,"['kʷ', 'i', 'tʃ', 'o']"
EseEjja-feather-1,,EseEjja,feather,e-kʷičo,e-kʷičo,kʷ i tʃ o,None,Key2021,135,,,,None,1050,kʷ i tʃ o,?,"['kʷ', 'i', 'tʃ', 'o']"
EseEjja-feather-2,,EseEjja,feather,ɓoʔɓa,ɓoʔɓa,ɓ o ʔ + ɓ a,None,Key2021,5791,,,,None,915 130,ɓ o.ʔ + ɓ a - -,arm arm,"['ɓ', 'o.ʔ', '+', 'ɓ', 'a']"
EseEjja-feather-3,,EseEjja,feather,eɲa,eɲa,ɲ a,None,Key2021,111,,,,None,1044,( - ) - ɲ a,hair,"['ɲ', 'a']"
EseEjja-chest-1,,EseEjja,chest,e-seʔo,e-seʔo,s e ʔ o,None,Key2021,175,,,,None,1063,- s e ( ʔ o ),chest_prefix,"['s', 'e', 'ʔ', 'o']"
EseEjja-chest-2,,EseEjja,chest,e-kʷae,e-kʷae,kʷ a e,None,Key2021,2355,,,,None,2649,( - ) kʷ a ( e ),?,"['kʷ', 'a', 'e']"
EseEjja-breast-1,,EseEjja,breast,tooxo,tooxo,t !oo/o x o,None,Key2021,3966,,,,None,4278,t !oo/o x o,chest,"['t', '!oo/o', 'x', 'o']"
EseEjja-navel-1,,EseEjja,navel,xono,xono,x o n o,None,Key2021,5814,,,,None,9228,x o n o,rope,"['x', 'o', 'n', 'o']"
EseEjja-heart-1,,EseEjja,heart,e-kihixi,e-kihixi,k i h i x i,None,Key2021,4419,,,,None,5512,k i h i x i,?,"['k', 'i', 'h', 'i', 'x', 'i']"
EseEjja-lung-1,,EseEjja,lung,e-šaho,e-šaho,ʃ a h o,None,Key2021,284,,,,None,1091,ʃ a - ( h o ),lung,"['ʃ', 'a', 'h', 'o']"
EseEjja-lung-2,,EseEjja,lung,hekišeha,hekišeha,h e k i + ʃ e + h a,None,Key2021,280,,,,None,1090 6945 1095,h e k i + ʃ e + h a,? ?,"['h', 'e', 'k', 'i', '+', 'ʃ', 'e', '+', 'h', 'a']"
EseEjja-liver-1,,EseEjja,liver,e-kakʷa,e-kakʷa,k a + kʷ a,None,Key2021,292,,,,None,1255 1093,k a + kʷ a,_:verbal liver,"['k', 'a', '+', 'kʷ', 'a']"
EseEjja-liver-2,,EseEjja,liver,e-takʷa,e-takʷa,t a + kʷ a,None,Key2021,290,,,,None,1092 1093,t a - + kʷ a,intestines liver,"['t', 'a', '+', 'kʷ', 'a']"
EseEjja-kidney-1,,EseEjja,kidney,e-ɓetete,e-ɓetete,ɓ e t e t e,None,Key2021,4646,,,,None,6133,ɓ e t e t e,?,"['ɓ', 'e', 't', 'e', 't', 'e']"
EseEjja-stomach-1,,EseEjja,stomach,e-maxii,e-maxii,m a x i i,None,Key2021,376,,,,None,1115,m a x i i,?,"['m', 'a', 'x', 'i', 'i']"
EseEjja-stomach-2,,EseEjja,stomach,teexani,teexani,t e e x a n i,None,Key2021,314,,,,None,10990,t e e x a n i,?,"['t', 'e', 'e', 'x', 'a', 'n', 'i']"
EseEjja-buttocks-1,,EseEjja,buttocks,e-kii,e-kii,k i i,None,Key2021,1331,,,,None,1563,k i i,?,"['k', 'i', 'i']"
EseEjja-buttocks-2,,EseEjja,buttocks,e-xoɓoča,e-xoɓoča,x o ɓ o tʃ a,None,Key2021,453,,,,None,1136,x o ɓ o tʃ a,?,"['x', 'o', 'ɓ', 'o', 'tʃ', 'a']"
EseEjja-cough-1,,EseEjja,cough,oho,oho,o h o,None,Key2021,3649,,,,None,3941,o h o,cough,"['o', 'h', 'o']"
EseEjja-sneeze-1,,EseEjja,sneeze,ači-,ači-,a tʃ i,None,Key2021,742,,,,None,1229,a tʃ i,?,"['a', 'tʃ', 'i']"
EseEjja-spit-1,,EseEjja,spit,kʷičo-hea-,kʷičo-hea-,kʷ i tʃ o + h e a,None,Key2021,218,,,,None,10726 3121,kʷ i tʃ o + h e a,drink,"['kʷ', 'i', 'tʃ', 'o', '+', 'h', 'e', 'a']"
EseEjja-vomit-1,,EseEjja,vomit,ɓowi-,ɓowi-,ɓ o w i,None,Key2021,726,,,,None,12245,ɓ o w i,?,"['ɓ', 'o', 'w', 'i']"
EseEjja-bite-1,,EseEjja,bite,šowika-,šowika-,ʃ o w i + k a,None,Key2021,5848,,,,None,933 1255,ʃ o w i + k a,_:verbal,"['ʃ', 'o', 'w', 'i', '+', 'k', 'a']"
EseEjja-lick-1,,EseEjja,lick,sioka-,sioka-,s i o + k a,None,Key2021,4753,,,,None,6485 1255,s i - o + k a,_:verbal,"['s', 'i', 'o', '+', 'k', 'a']"
EseEjja-sleep-1,,EseEjja,sleep,kawi-,kawi-,k a w i,None,Key2021,899,,,,None,1270,k a w i -,dream,"['k', 'a', 'w', 'i']"
EseEjja-sleep-2,,EseEjja,sleep,kawe-ani,kawe-ani,k a w e + a n i,None,Key2021,900,,,,None,1270 1258,k a w e - + a n i,dream ?,"['k', 'a', 'w', 'e', '+', 'a', 'n', 'i']"
EseEjja-snore-1,,EseEjja,snore,yaka-nahe,yaka-nahe,j a + k a,None,Key2021,859,,,,None,1260 1255,j a + k a,snore _:verbal,"['j', 'a', '+', 'k', 'a']"
EseEjja-dreamsomething-1,,EseEjja,dreamsomething,xa-kawi-ɓaki-nahe,xa-kawi-ɓaki-nahe,x a + k a w i + ɓ a k i,None,Key2021,2454,,,,None,2749 1270 1271,x a + k a w i - + ɓ a k i,root_xa dream ?,"['x', 'a', '+', 'k', 'a', 'w', 'i', '+', 'ɓ', 'a', 'k', 'i']"
EseEjja-wakeup-1,,EseEjja,wakeup,šeki-,šeki-,ʃ e k i,None,Key2021,377,,,,None,11157,( - ) ʃ e k i,sun,"['ʃ', 'e', 'k', 'i']"
EseEjja-piss-1,,EseEjja,piss,wia-,wia-,w i a,None,Key2021,5554,,,,None,8505,w i - a,?,"['w', 'i', 'a']"
EseEjja-shitdefecate-1,,EseEjja,shitdefecate,see-,see-,s !ee/e,None,Key2021,6062,,,,None,9802,s !ee/e,shit,"['s', '!ee/e']"
EseEjja-shiver-1,,EseEjja,shiver,peo-peo-nahe,peo-peo-nahe,p e o + p e o,None,Key2021,1013,,,,None,1302 1302,p e o ( + ) p e o,shake shake,"['p', 'e', 'o', '+', 'p', 'e', 'o']"
EseEjja-shiver-2,,EseEjja,shiver,kaka-kaka-nahe,kaka-kaka-nahe,k a k a + k a k a,None,Key2021,1027,,,,None,1304 1304,k a k a + k a k a,shake ?,"['k', 'a', 'k', 'a', '+', 'k', 'a', 'k', 'a']"
EseEjja-bathe-1,,EseEjja,bathe,šeweša-,šeweša-,ʃ e w e + ʃ a,None,Key2021,4404,,,,None,544 4289,ʃ e w e + - - ʃ a,?,"['ʃ', 'e', 'w', 'e', '+', 'ʃ', 'a']"
EseEjja-beborn-1,,EseEjja,beborn,kʷaya-,kʷaya-,kʷ a j a,None,Key2021,4482,,,,None,569,kʷ a j a,?,"['kʷ', 'a', 'j', 'a']"
EseEjja-kill-1,,EseEjja,kill,kekʷa-,kekʷa-,k e kʷ a,None,Key2021,6094,,,,None,9864,k e kʷ a,kill,"['k', 'e', 'kʷ', 'a']"
EseEjja-bury-1,,EseEjja,bury,ɓohea-,ɓohea-,ɓ o h e a,None,Key2021,2674,,,,None,3006,- ɓ o h e a,?,"['ɓ', 'o', 'h', 'e', 'a']"
EseEjja-bury-2,,EseEjja,bury,owahea-,owahea-,o w a h e a,None,Key2021,1283,,,,None,1509,o w a h e a,?,"['o', 'w', 'a', 'h', 'e', 'a']"
EseEjja-mightyorpowerfulorstrong-1,,EseEjja,mightyorpowerfulorstrong,xanoɓaximanee,xanoɓaximanee,x a n o ɓ a x i m a n e e,None,Key2021,5082,,,,None,7183,x a n o ɓ a x i m a n e e,?,"['x', 'a', 'n', 'o', 'ɓ', 'a', 'x', 'i', 'm', 'a', 'n', 'e', 'e']"
EseEjja-sick-1,,EseEjja,sick,-mano,-mano,m a n o,None,Key2021,4717,,,,None,6345,m a n o,die,"['m', 'a', 'n', 'o']"
EseEjja-wound-1,,EseEjja,wound,e-kekʷaʔaha,e-kekʷaʔaha,k e kʷ a ʔ a h a,None,Key2021,984,,,,None,12970,k e kʷ a ʔ a h a,?,"['k', 'e', 'kʷ', 'a', 'ʔ', 'a', 'h', 'a']"
EseEjja-pus-1,,EseEjja,pus,esi,esi,s i,None,Key2021,1102,,,,None,1335,s i,?,"['s', 'i']"
EseEjja-cure-1,,EseEjja,cure,šikʷi-,šikʷi-,ʃ i kʷ i,None,Key2021,2312,,,,None,2602,ʃ i kʷ i ( - - - - - - ),?,"['ʃ', 'i', 'kʷ', 'i']"
EseEjja-cure-2,,EseEjja,cure,čikʷi-,čikʷi-,tʃ i kʷ i,None,Key2021,2306,,,,None,2599,tʃ i kʷ i,?,"['tʃ', 'i', 'kʷ', 'i']"
EseEjja-cure-3,,EseEjja,cure,wakia,wakia,w a k i a,None,Key2021,1127,,,,None,1354,w a k i a,?,"['w', 'a', 'k', 'i', 'a']"
EseEjja-rest-1,,EseEjja,rest,homišoka-,homišoka-,h o m i ʃ o + k a,None,Key2021,5724,,,,None,8988 1255,h o m i ʃ o + k a,_:verbal,"['h', 'o', 'm', 'i', 'ʃ', 'o', '+', 'k', 'a']"
EseEjja-lazy-1,,EseEjja,lazy,-wea,-wea,w e a,None,Key2021,4718,,,,None,6346,w e a,?,"['w', 'e', 'a']"
EseEjja-deaf-1,,EseEjja,deaf,-keɓa,-keɓa,k e ɓ a,None,Key2021,4229,,,,None,499,k e ɓ a,?,"['k', 'e', 'ɓ', 'a']"
EseEjja-deaf-2,,EseEjja,deaf,hašaxaʔakiaha,hašaxaʔakiaha,h a + ʃ a x a + ʔ a k i a h a,None,Key2021,5175,,,,None,1205 741 1400,h a + ʃ a x a + ʔ a k i a h a,_:prefix ear ?,"['h', 'a', '+', 'ʃ', 'a', 'x', 'a', '+', 'ʔ', 'a', 'k', 'i', 'a', 'h', 'a']"
EseEjja-mute-1,,EseEjja,mute,-kahi,-kahi,k a h i,None,Key2021,5202,,,,None,7490,k a h i,?,"['k', 'a', 'h', 'i']"
EseEjja-drunk-1,,EseEjja,drunk,kekʷaɲakaxi,kekʷaɲakaxi,k e kʷ a ɲ a k a x i,None,Key2021,2849,,,,None,3172,k e kʷ a ɲ a k a x i,?,"['k', 'e', 'kʷ', 'a', 'ɲ', 'a', 'k', 'a', 'x', 'i']"
EseEjja-eat-1,,EseEjja,eat,ixia-,ixia-,i x i a,None,Key2021,4087,,,,None,4574,i x i a,eat,"['i', 'x', 'i', 'a']"
EseEjja-food-1,,EseEjja,food,eixiaxi,eixiaxi,i x i a + x i,None,Key2021,4089,,,,None,4574 3010,i x i a + x i,eat cassava,"['i', 'x', 'i', 'a', '+', 'x', 'i']"
EseEjja-raw-1,,EseEjja,raw,-eše,-eše,ʃ e,None,Key2021,5716,,,,None,896,ʃ e,?,"['ʃ', 'e']"
EseEjja-ripe-1,,EseEjja,ripe,ke-ahawa,ke-ahawa,k e a + h a w a,None,Key2021,1540,,,,None,1791 13076,k e a + h a w a,yellow,"['k', 'e', 'a', '+', 'h', 'a', 'w', 'a']"
EseEjja-rotten-1,,EseEjja,rotten,-ʔiwi,-ʔiwi,ʔ i w i,None,Key2021,1204,,,,None,1436,ʔ i w i,rotten,"['ʔ', 'i', 'w', 'i']"
EseEjja-rotten-2,,EseEjja,rotten,-tai,-tai,t a i,None,Key2021,5825,,,,None,9257,t a i,?,"['t', 'a', 'i']"
EseEjja-drink-1,,EseEjja,drink,iši-ka-,iši-ka-,i ʃ i + k a,None,Key2021,1267,,,,None,149 1255,i ʃ i + k a,drink _:verbal,"['i', 'ʃ', 'i', '+', 'k', 'a']"
EseEjja-hunger-1,,EseEjja,hunger,-šoʔe,-šoʔe,ʃ o ʔ e,None,Key2021,4565,,,,None,5894,ʃ o ʔ e,?,"['ʃ', 'o', 'ʔ', 'e']"
EseEjja-suck-1,,EseEjja,suck,toxo-,toxo-,t o x o,None,Key2021,3966,,,,None,4278,t o x o,chest,"['t', 'o', 'x', 'o']"
EseEjja-swallow-1,,EseEjja,swallow,ixia-hea-,ixia-hea-,i x i a + h e a,None,Key2021,4090,,,,None,4574 3121,i x i a + h e a,eat drink,"['i', 'x', 'i', 'a', '+', 'h', 'e', 'a']"
EseEjja-cooksomething-1,,EseEjja,cooksomething,kʷakʷa-nahe,kʷakʷa-nahe,kʷ a + kʷ a,None,Key2021,2128,,,,None,240 240,kʷ a + kʷ a,fire fire,"['kʷ', 'a', '+', 'kʷ', 'a']"
EseEjja-peel-1,,EseEjja,peel,šiʔyo-,šiʔyo-,ʃ i ʔ j o,None,Key2021,5503,,,,None,8325,ʃ i ʔ j o,?,"['ʃ', 'i', 'ʔ', 'j', 'o']"
EseEjja-scrape-1,,EseEjja,scrape,ɗiʔi-,ɗiʔi-,ɗ i ʔ i,None,Key2021,5838,,,,None,9316,ɗ i ʔ i,?,"['ɗ', 'i', 'ʔ', 'i']"
EseEjja-mix-1,,EseEjja,mix,iɲapowi-,iɲapowi-,i ɲ a p o w i,None,Key2021,5112,,,,None,7249,i ɲ a p o w i,?,"['i', 'ɲ', 'a', 'p', 'o', 'w', 'i']"
EseEjja-mix-2,,EseEjja,mix,wa-,wa-,w a,None,Key2021,5111,,,,None,7248,w a -,?,"['w', 'a']"
EseEjja-grind-1,,EseEjja,grind,taxa-ka-,taxa-ka-,t a x a + k a,None,Key2021,1292,,,,None,1522 1255,t a x a + k a,_:verbal,"['t', 'a', 'x', 'a', '+', 'k', 'a']"
EseEjja-meat-1,,EseEjja,meat,noe,noe,n o e,None,Key2021,1299,,,,None,1529,n o e,?,"['n', 'o', 'e']"
EseEjja-meat-2,,EseEjja,meat,e-yami,e-yami,j a m i,None,Key2021,5021,,,,None,7088,j a m i,meat,"['j', 'a', 'm', 'i']"
EseEjja-fruit-1,,EseEjja,fruit,e-xaxa,e-xaxa,x a + x a,None,Key2021,3047,,,,None,3369 3369,x a + x a,small_round_obj small_round_obj,"['x', 'a', '+', 'x', 'a']"
EseEjja-fatorganicsubstance-1,,EseEjja,fatorganicsubstance,e-sei,e-sei,s e i,None,Key2021,3567,,,,None,3855,s e - i,?,"['s', 'e', 'i']"
EseEjja-honey-1,,EseEjja,honey,wini,wini,w i n i,None,Key2021,4508,,,,None,5746,w i n i,bee,"['w', 'i', 'n', 'i']"
EseEjja-honey-2,,EseEjja,honey,widi,widi,w i d i,None,Key2021,1316,,,,None,1547,w i d i,?,"['w', 'i', 'd', 'i']"
EseEjja-honey-3,,EseEjja,honey,eka'na,eka'na,k a + n a,None,Key2021,4513,,,,None,5750 25,k a + - - - n a ( - ),water,"['k', 'a', '+', 'n', 'a']"
EseEjja-milk-1,,EseEjja,milk,emaʔi,emaʔi,m a ʔ i,None,Key2021,5103,,,,None,7222,m a ʔ i,?,"['m', 'a', 'ʔ', 'i']"
EseEjja-beverage-1,,EseEjja,beverage,axa,axa,a x a,None,Key2021,2800,,,,None,3139,- a x a,?,"['a', 'x', 'a']"
EseEjja-alcoholfermenteddrink-1,,EseEjja,alcoholfermenteddrink,šixe-ʔena,šixe-ʔena,ʃ i x e + ʔ e n a,None,Key2021,2,,,,None,10 1368,ʃ i x e + ʔ e n a,?,"['ʃ', 'i', 'x', 'e', '+', 'ʔ', 'e', 'n', 'a']"
EseEjja-egg-1,,EseEjja,egg,exa,exa,x a,None,Key2021,3046,,,,None,3369,x a,small_round_obj,"['x', 'a']"
EseEjja-clothes-1,,EseEjja,clothes,ɗaki,ɗaki,ɗ a k i,None,Key2021,1342,,,,None,1579,ɗ a k i,clothes,"['ɗ', 'a', 'k', 'i']"
EseEjja-cloth-1,,EseEjja,cloth,ɗaki,ɗaki,ɗ a k i,None,Key2021,1342,,,,None,1579,ɗ a k i,clothes,"['ɗ', 'a', 'k', 'i']"
EseEjja-cotton-1,,EseEjja,cotton,wapehe,wapehe,w a p e h e,None,Key2021,2145,,,,None,2420,w a p e h e,?,"['w', 'a', 'p', 'e', 'h', 'e']"
EseEjja-spin-1,,EseEjja,spin,ɓeyo-,ɓeyo-,ɓ e j o,None,Key2021,212,,,,None,10703,ɓ e j o,?,"['ɓ', 'e', 'j', 'o']"
EseEjja-spin-2,,EseEjja,spin,meyo-,meyo-,m e j o,None,Key2021,212,,,,None,10703,m e j o,?,"['m', 'e', 'j', 'o']"
EseEjja-weave-1,,EseEjja,weave,sipi-,sipi-,s i p i,None,Key2021,2756,,,,None,3089,s i p i ( - - - ),weave,"['s', 'i', 'p', 'i']"
EseEjja-sew-1,,EseEjja,sew,soko-,soko-,s o k o,None,Key2021,6006,,,,None,9631,s o k o,?,"['s', 'o', 'k', 'o']"
EseEjja-needleforsewing-1,,EseEjja,needleforsewing,akʷiša,akʷiša,a kʷ i ʃ a,None,Key2021,5270,,,,None,7711,( a ) kʷ i ʃ a,?,"['a', 'kʷ', 'i', 'ʃ', 'a']"
EseEjja-needleforsewing-2,,EseEjja,needleforsewing,ekʷiša,ekʷiša,kʷ i ʃ a,None,Key2021,5270,,,,None,7711,( - ) kʷ i ʃ a,?,"['kʷ', 'i', 'ʃ', 'a']"
EseEjja-thread-1,,EseEjja,thread,mahii,mahii,m a h i,None,Key2021,526,,,,None,11607,m a h ( - ) i,?,"['m', 'a', 'h', 'i']"
EseEjja-belt-1,,EseEjja,belt,waka'he,waka'he,w a k a + h e,None,Key2021,5334,,,,None,789 1647,w a k a + h e,?,"['w', 'a', 'k', 'a', '+', 'h', 'e']"
EseEjja-ring-1,,EseEjja,ring,e'me-ɓaxi,e'me-ɓaxi,m ɓ a x i,None,Key2021,5747,,,,None,9070,m.ɓ a x i,?,"['m.ɓ', 'a', 'x', 'i']"
EseEjja-ring-2,,EseEjja,ring,mekana,mekana,m e + k a n a,None,Key2021,5899,,,,None,948 1653,m e + k a n a,hand_prefix ?,"['m', 'e', '+', 'k', 'a', 'n', 'a']"
EseEjja-comb-1,,EseEjja,comb,xaɓeki-,xaɓeki-,x a ɓ e + k i,None,Key2021,2844,,,,None,3164 1425,x a ɓ e + k i,go,"['x', 'a', 'ɓ', 'e', '+', 'k', 'i']"
EseEjja-house-1,,EseEjja,house,e'ki,e'ki,k i,None,Key2021,4541,,,,None,5836,k i,house,"['k', 'i']"
EseEjja-door-1,,EseEjja,door,e-sekʷe,e-sekʷe,s e kʷ e,None,Key2021,2721,,,,None,3050,s e kʷ e,door,"['s', 'e', 'kʷ', 'e']"
EseEjja-roof-1,,EseEjja,roof,ehamako,ehamako,h a m a k o,None,Key2021,5803,,,,None,9169,h a m a k o,?,"['h', 'a', 'm', 'a', 'k', 'o']"
EseEjja-roof-2,,EseEjja,roof,esipi,esipi,s i p i,None,Key2021,2756,,,,None,3089,s i p i ( - - - ),weave,"['s', 'i', 'p', 'i']"
EseEjja-field-1,,EseEjja,field,kee,kee,k e e,None,Key2021,3717,,,,None,4002,k e - e,?,"['k', 'e', 'e']"
EseEjja-dig-1,,EseEjja,dig,kišišaɓa-,kišišaɓa-,k i ʃ i ʃ a ɓ a,None,Key2021,2620,,,,None,2949,k i ʃ i ʃ a ɓ a,?,"['k', 'i', 'ʃ', 'i', 'ʃ', 'a', 'ɓ', 'a']"
EseEjja-dig-2,,EseEjja,dig,teo-,teo-,t e o,None,Key2021,2617,,,,None,2945,t e o,?,"['t', 'e', 'o']"
EseEjja-seed-1,,EseEjja,seed,e'soʔ,e'soʔ,s o ʔ,None,Key2021,3267,,,,None,3574,s o.ʔ,?,"['s', 'o.ʔ']"
EseEjja-maize-1,,EseEjja,maize,šixe,šixe,ʃ i x e,None,Key2021,4959,,,,None,6965,ʃ i x e,?,"['ʃ', 'i', 'x', 'e']"
EseEjja-grass-1,,EseEjja,grass,sipone,sipone,s i p o n e,None,Key2021,4325,,,,None,5174,s i p o n e,?,"['s', 'i', 'p', 'o', 'n', 'e']"
EseEjja-grass-2,,EseEjja,grass,tata tiyani,tata tiyani,t a t a + t i j a n i,None,Key2021,1471,,,,None,1724 5178,t a t a + t i j a n i,?,"['t', 'a', 't', 'a', '+', 't', 'i', 'j', 'a', 'n', 'i']"
